status,size,reason,file
C,116,content,E:\football_v\07_BACKTEST_SYSTEM\metrics\risk_metrics.py
C,142,content|engine,E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py
C,144,content,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\calibration.py
B,151,content|model|predict,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py
C,154,content,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\probability_score.py
C,224,content,E:\football_v\07_BACKTEST_SYSTEM\registry\backtest_registry.json
C,218,content,E:\football_v\07_BACKTEST_SYSTEM\reports\backtest_deploy_report.json
C,1011,content,E:\football_v\07_BACKTEST_SYSTEM\reports\backtest_test_report.json
B,1778,content|model|engine,E:\football_v\07_BACKTEST_SYSTEM\tests\backtest_system_test.py
C,16384,content,E:\football_v\07_LEARNING_LAYER\database\learning_feedback.db
C,451,content,E:\football_v\08_DECISION_ENGINE\bankroll_manager.py
B,1237,content|model|engine|bet,E:\football_v\08_DECISION_ENGINE\bet_selection_engine.py
B,756,content|predict|engine|bet,E:\football_v\08_DECISION_ENGINE\decision_engine.py
C,337,content|predict,E:\football_v\08_DECISION_ENGINE\decision_interface.py
C,467,content|engine,E:\football_v\08_DECISION_ENGINE\decision_registry.py
C,447,content|runtime,E:\football_v\08_DECISION_ENGINE\decision_runtime.py
C,722,content,E:\football_v\08_DECISION_ENGINE\final_decision_report.py
C,941,content,E:\football_v\08_DECISION_ENGINE\portfolio_strategy.py
C,716,content|engine,E:\football_v\08_DECISION_ENGINE\risk_control_engine.py
C,786,content,E:\football_v\08_DECISION_ENGINE\stake_calculator.py
B,789,content|model|engine,E:\football_v\08_DECISION_ENGINE\value_filter_engine.py
C,369,content,E:\football_v\08_DECISION_ENGINE\config\decision_config.json
C,296,content,E:\football_v\08_DECISION_ENGINE\reports\decision_report.json
B,843,content|engine|runtime|bet,E:\football_v\08_DECISION_ENGINE\tests\decision_engine_v1.3_full_test.py
C,278,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\config\decision_config.json
C,561,content|engine,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\decision_core\decision_engine.py
B,262,content|model|feature,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\explanation_manager.py
C,164,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\fusion_explainer.py
C,160,content|model,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py
A,1982,content|model|predict|database|odds,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\feedback_interface\feedback_connector.py
C,123,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\feedback_interface\backup\feedback_connector_V0.1_backup.py
C,214,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\fusion_analysis\fusion_analyzer.py
C,194,content|model,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_adapter.py
C,146,content|model,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_connector.py
C,210,content|model,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_adapter.py
C,141,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_connector.py
C,201,content|model,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\raw_output_engine\raw_output_manager.py
C,174,content|engine,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation.py
C,133,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation_manager.py
C,284,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\registry\decision_registry.json
C,230,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\reports\decision_deploy_report.json
C,1043,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\reports\decision_test_report.json
C,118,content,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\report_generator\decision_report.py
C,12288,content,E:\football_v\08_DECISION_LAYER\database\decision_history.db
C,152,content|engine,E:\football_v\08_DECISION_LAYER\engine\decision_engine_V2.4.py
C,93,engine|bet,E:\football_v\08_DECISION_LAYER\engine\recommendation_engine.py
D,88,,E:\football_v\08_DECISION_LAYER\monitor\decision_monitor.py
D,95,,E:\football_v\08_DECISION_LAYER\service\decision_service.py
B,2099,content|model|predict,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
C,1154,content|model,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py
C,255,content,E:\football_v\09_AI_ORCHESTRATION_LAYER\orchestration_interface.py
C,626,content,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py
C,907,content,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py
C,395,content,E:\football_v\09_AI_ORCHESTRATION_LAYER\task_scheduler.py
C,496,content|engine,E:\football_v\09_AI_ORCHESTRATION_LAYER\workflow_engine.py
C,419,content,E:\football_v\09_AI_ORCHESTRATION_LAYER\config\orchestration_config.json
C,285,content,E:\football_v\09_AI_ORCHESTRATION_LAYER\reports\orchestration_report.json
B,736,content|model|engine,E:\football_v\09_AI_ORCHESTRATION_LAYER\tests\orchestration_layer_v1.3_full_test.py
C,154,content,E:\football_v\09_APPLICATION_LAYER\api\decision_api.py
C,157,content|predict,E:\football_v\09_APPLICATION_LAYER\api\prediction_api.py
C,129,content,E:\football_v\09_APPLICATION_LAYER\interface\match_analysis.py
C,8192,content,E:\football_v\09_APPLICATION_LAYER\runtime\application_runtime.db
D,96,,E:\football_v\09_APPLICATION_LAYER\service\football_ai_service.py
C,293,content|model,E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py
B,263,content|model|rating,E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py
C,220,content,E:\football_v\09_MODEL_EXPLANATION_ENGINE\explanation_report\report_generator.py
C,322,content|model,E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py
C,275,content|model,E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py
C,233,content,E:\football_v\09_MODEL_EXPLANATION_ENGINE\registry\explanation_registry.json
C,227,content,E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_deploy_report.json
C,1261,content,E:\football_v\09_MODEL_EXPLANATION_ENGINE\reports\explanation_test_report.json
B,272,content|model|feature,E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py
C,172,content|model,E:\football_v\09_Prediction_System\model_result_adapter.py
B,141,content|predict|history,E:\football_v\09_Prediction_System\prediction_history.py
C,108,content|predict,E:\football_v\09_Prediction_System\prediction_monitor.py
C,176,content|predict,E:\football_v\09_Prediction_System\prediction_pipeline.py
C,135,content|predict,E:\football_v\09_Prediction_System\prediction_report_generator.py
C,164,content|predict,E:\football_v\09_Prediction_System\prediction_service_adapter.py
C,139,content,E:\football_v\09_Prediction_System\probability_adapter.py
C,122,content|predict,E:\football_v\09_Prediction_System\score_adapter.py
C,171,content|model,E:\football_v\09_Prediction_System\tests\test_phase2_adapter.py
C,282,content|predict,E:\football_v\09_Prediction_System\tests\test_prediction_system.py
D,51,,E:\football_v\100_FINAL_MATCH_DECISION_SYSTEM\module.py
C,42,engine,E:\football_v\100_SELF_EVOLUTION_ENGINE\module.py
C,52,engine,E:\football_v\101_REAL_MARKET_INTELLIGENCE_ENGINE\module.py
C,50,engine|odds,E:\football_v\102_ODDS_MOVEMENT_ANALYSIS_ENGINE\module.py
C,49,engine,E:\football_v\103_CAPITAL_FLOW_TRACKING_ENGINE\module.py
C,51,engine,E:\football_v\104_MARKET_SENTIMENT_FUSION_ENGINE\module.py
C,51,engine,E:\football_v\105_HANDICAP_VALUE_DECISION_ENGINE\module.py
B,45,history|engine|odds,E:\football_v\106_REAL_ODDS_HISTORY_ENGINE\module.py
C,54,engine,E:\football_v\107_MARKET_PATTERN_RECOGNITION_ENGINE\module.py
C,42,engine,E:\football_v\108_SMART_HANDICAP_ENGINE\module.py
C,47,engine|bet,E:\football_v\109_VALUE_BET_SELECTION_ENGINE\module.py
C,892,content|model,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_parameter_learning.py
C,195,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_strategy_selector.py
C,304,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\ai_strategy_reasoning_engine.py
C,520,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\approval_workflow.py
C,202,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\architecture_health_checker.py
C,520,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v2.py
C,435,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v3.py
C,146,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_experiment_engine.py
C,189,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_recovery_manager.py
C,672,content|model,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_upgrade_manager.py
B,640,content|model|feature,E:\football_v\10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py
C,156,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\continuous_improvement_engine.py
C,511,content|model,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_logger.py
C,240,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_quality_analyzer.py
C,209,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dependency_validator.py
C,485,content|model,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py
B,900,content|predict|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_analysis_engine.py
C,278,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_rate_calculator.py
C,427,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_trend_detector.py
C,556,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_controller.py
C,444,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_decision_brain.py
C,440,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_governance_manager.py
B,582,content|history|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_intelligence_engine.py
C,164,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_knowledge_reasoner.py
C,378,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory.py
C,431,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory_index.py
C,707,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_pattern_analyzer.py
C,463,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_report_generator.py
C,150,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\experience_pattern_miner.py
C,298,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\experience_repository.py
B,248,content|predict|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\failure_prediction_engine.py
C,299,content|feature,E:\football_v\10_AI_AUTONOMOUS_ENGINE\feature_self_optimizer.py
C,186,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\football_reasoning_core.py
C,195,content|predict,E:\football_v\10_AI_AUTONOMOUS_ENGINE\future_risk_simulator.py
C,155,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\historical_case_analyzer.py
C,326,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_gate_v2.py
C,541,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_manager.py
C,307,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_v1.py
C,485,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_dashboard_api.py
C,153,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\intelligence_connector.py
C,211,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\intelligent_task_allocator.py
C,539,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_graph_builder.py
C,148,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_relation_engine.py
C,296,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_retrieval_engine.py
C,313,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_snapshot.py
C,477,content|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_cycle_manager.py
C,871,content|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_effect_tracker.py
B,184,content|engine|odds,E:\football_v\10_AI_AUTONOMOUS_ENGINE\market_reasoning_engine.py
B,644,content|model|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py
C,554,content|model,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
C,200,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\module_consistency_checker.py
C,627,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\monthly_performance_analyzer.py
C,930,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\multi_cycle_learning_engine.py
B,666,content|model|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_history.py
C,304,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_priority_engine.py
C,158,content|predict,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_result_predictor.py
C,163,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_strategy_generator.py
C,753,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_engine.py
C,342,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_v1.py
C,709,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_effect_analyzer.py
C,329,content|model,E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_tuner.py
B,301,content|predict|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
C,725,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\release_validator.py
C,594,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\risk_gate.py
C,694,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\rollback_manager.py
C,185,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\safe_upgrade_executor.py
C,202,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\scenario_test_generator.py
C,213,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\self_audit_engine.py
C,229,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_confidence_evaluator.py
C,637,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py
C,339,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_selection_engine.py
C,318,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\system_brain.py
C,187,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\system_restore_manager.py
C,183,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tactical_reasoning_engine.py
C,513,content|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\time_window_analyzer.py
C,476,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py
C,418,content|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_history_repository.py
C,492,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_policy_manager.py
C,255,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_simulation_engine.py
C,496,content|history,E:\football_v\10_AI_AUTONOMOUS_ENGINE\version_control_manager.py
C,200,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\virtual_validation_engine.py
C,823,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\weekly_evolution_analyzer.py
C,96,engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_hil_v1\__init__.py
C,144,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.2_checkpoint.json
D,51,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.4_checkpoint.json
D,51,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.6_checkpoint.json
C,128,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.8_approval.json
D,100,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v2.8_checkpoint.json
D,68,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v3.0_approval.json
C,106,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\checkpoint\evolution_v3.0_checkpoint.json
C,232,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\autonomous_config.json
D,74,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\cognitive_intelligence_config.json
D,83,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_decision_config.json
C,137,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_governance_config.json
C,585,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_intelligence_config.json
D,84,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_knowledge_config.json
C,131,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_memory_config.json
D,72,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_simulation_config.json
C,407,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\evolution_upgrade_config.json
C,216,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\human_approval_config.json
D,67,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\human_approval_gate_config.json
D,85,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\optimization_strategy_config.json
D,70,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\recovery_config.json
D,72,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\self_audit_config.json
D,71,,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\strategy_reasoning_config.json
C,300,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\config\upgrade_config.json
C,146,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.2_batch_report.json
C,136,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.4_batch_report.json
C,136,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.6_batch_report.json
C,238,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v2.8_batch_report.json
C,136,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\reports\autonomous_engine_v3.0_batch_report.json
C,1466,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
B,994,content|model|history|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
C,1006,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_6_full_test.py
C,1051,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
C,1022,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_2_batch_full_test.py
B,809,content|predict|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
C,841,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
B,1037,content|predict|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
B,999,content|predict|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
C,612,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\compile_check.py
C,245,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\conftest.py
C,928,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\human_approval_v1_2_full_test.py
B,1236,content|model|feature|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
C,845,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_autonomous_compatibility.py
C,181,content,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_phase2_connection.py
C,405,content|engine,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_phase2_full_system.py
C,8192,content,E:\football_v\10_INTEGRATION_LAYER\runtime\integration_test.db
C,117,content,E:\football_v\10_INTEGRATION_LAYER\service\integration_service.py
B,196,content|model|predict|feature,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
C,157,content|model,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
B,240,content|model|engine,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
C,214,content,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_report\market_report.py
B,241,content|model|engine,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
C,195,content|engine,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_sentiment_engine\sentiment.py
C,189,content|engine,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\money_flow_engine\money_flow.py
C,228,content|odds,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\odds_analysis\odds_analyzer.py
C,204,content,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\registry\market_registry.json
C,228,content,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\reports\market_deploy_report.json
C,1362,content,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\reports\market_test_report.json
C,289,content,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\risk_adjustment_engine\risk_adjuster.py
C,49,engine,E:\football_v\110_FINAL_MARKET_DECISION_ENGINE\module.py
B,93,feature|engine|runtime,E:\football_v\111_ADVANCED_FEATURE_ENGINE\module.py
C,100,engine|runtime,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
C,99,engine|runtime,E:\football_v\113_PLAYER_IMPACT_ANALYSIS_ENGINE\module.py
C,90,engine|runtime,E:\football_v\114_MATCH_CONTEXT_ENGINE\module.py
C,100,engine|runtime,E:\football_v\115_AI_FORECAST_ENHANCEMENT_ENGINE\module.py
C,87,predict,E:\football_v\116_REAL_MATCH_PIPELINE\module.py
C,90,predict|feature,E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py
C,91,model|predict,E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py
C,93,predict,E:\football_v\119_PREDICTION_OUTPUT_SERVICE\module.py
C,222,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\api_gateway\gateway.py
C,216,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\data_router\data_router.py
C,232,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\decision_router\decision_router.py
C,157,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\logging_center\logger.py
C,233,content|model,E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py
C,217,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\orchestrator_core\orchestrator.py
C,225,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\pipeline_manager\pipeline.py
C,408,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\registry\orchestration_registry.json
C,225,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\reports\orchestration_deploy_report.json
C,1318,content,E:\football_v\11_AI_ORCHESTRATION_LAYER\reports\orchestration_test_report.json
C,164,content|engine,E:\football_v\11_AI_ORCHESTRATION_LAYER\workflow_engine\workflow.py
A,2017,content|model|predict|history|runtime,E:\football_v\11_SIMULATION_LAYER\engine\match_simulation_engine_V2.7.1.py
A,1576,content|model|predict|history|engine|runtime|odds,E:\football_v\11_SIMULATION_LAYER\engine\match_simulation_engine_V2.7.py
C,222,content,E:\football_v\11_SIMULATION_LAYER\input\match_input.json
C,826,content,E:\football_v\11_SIMULATION_LAYER\output\simulation_result.json
C,826,content,E:\football_v\11_SIMULATION_LAYER\reports\simulation_report.json
C,8192,content,E:\football_v\11_SIMULATION_LAYER\runtime\simulation_runtime.db
C,139,content,E:\football_v\11_System_Intelligence\accuracy_report.py
C,270,content,E:\football_v\11_System_Intelligence\adaptive_feedback.py
C,197,content|engine,E:\football_v\11_System_Intelligence\agent_fusion_engine.py
C,273,content,E:\football_v\11_System_Intelligence\agent_manager.py
C,185,content|predict,E:\football_v\11_System_Intelligence\ai_prediction_os.py
C,135,content|engine,E:\football_v\11_System_Intelligence\backtest_engine.py
C,144,content,E:\football_v\11_System_Intelligence\bankroll_manager.py
C,135,content|engine,E:\football_v\11_System_Intelligence\beidan_engine.py
B,163,content|engine|bet,E:\football_v\11_System_Intelligence\betting_recommendation_engine.py
B,145,content|engine|bet,E:\football_v\11_System_Intelligence\bet_strategy_engine.py
C,143,content|engine,E:\football_v\11_System_Intelligence\capital_flow_engine.py
C,143,content,E:\football_v\11_System_Intelligence\capital_sentiment.py
C,152,content,E:\football_v\11_System_Intelligence\confidence_calibrator.py
C,233,content|engine,E:\football_v\11_System_Intelligence\confidence_engine.py
C,175,content|history,E:\football_v\11_System_Intelligence\confidence_tracker.py
C,137,content,E:\football_v\11_System_Intelligence\decision_api.py
C,258,content|model,E:\football_v\11_System_Intelligence\decision_context.py
B,343,content|model|engine,E:\football_v\11_System_Intelligence\decision_fusion.py
C,195,content|history,E:\football_v\11_System_Intelligence\decision_memory.py
C,224,content|engine,E:\football_v\11_System_Intelligence\decision_reasoner.py
C,190,content|model,E:\football_v\11_System_Intelligence\dixon_coles_model.py
B,147,content|model|train,E:\football_v\11_System_Intelligence\dixon_coles_trainer.py
C,212,content|engine,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
C,303,content|engine,E:\football_v\11_System_Intelligence\elo_engine.py
B,181,content|model|train,E:\football_v\11_System_Intelligence\elo_trainer.py
C,144,content|engine,E:\football_v\11_System_Intelligence\error_analysis_engine.py
B,1121,content|predict|engine,E:\football_v\11_System_Intelligence\evolution_engine.py
C,363,content,E:\football_v\11_System_Intelligence\evolution_memory.py
C,139,content|engine,E:\football_v\11_System_Intelligence\fatigue_engine.py
B,143,content|feature|engine,E:\football_v\11_System_Intelligence\feature_engineering.py
C,285,content,E:\football_v\11_System_Intelligence\feedback_memory.py
C,146,content,E:\football_v\11_System_Intelligence\football_ai_report.py
C,77,runtime,E:\football_v\11_System_Intelligence\football_ai_runtime.py
C,142,content|engine,E:\football_v\11_System_Intelligence\form_analysis_engine.py
C,142,content,E:\football_v\11_System_Intelligence\handicap_trap_detector.py
C,148,content,E:\football_v\11_System_Intelligence\historical_match_loader.py
C,146,content|engine,E:\football_v\11_System_Intelligence\home_away_engine.py
C,135,content|engine,E:\football_v\11_System_Intelligence\injury_engine.py
C,1063,content,E:\football_v\11_System_Intelligence\intelligence_controller.py
C,221,content|history,E:\football_v\11_System_Intelligence\intelligence_feedback_loop.py
B,319,content|model|engine,E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py
C,146,content,E:\football_v\11_System_Intelligence\intelligence_memory.py
C,449,content,E:\football_v\11_System_Intelligence\intelligence_report.py
C,172,content,E:\football_v\11_System_Intelligence\intelligence_router.py
C,268,content,E:\football_v\11_System_Intelligence\intelligence_scheduler.py
C,315,content,E:\football_v\11_System_Intelligence\intelligence_weight_manager.py
C,190,content,E:\football_v\11_System_Intelligence\knowledge_embedding.py
