module,path,capability
reflection_engine.py,E:\football_v\05_AI_Intelligence_Layer\SELF_REFLECTION_ENGINE\reflection_engine.py,RUNTIME_LAYER
feature_store_connector.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py,FEATURE_LAYER|DATA_LAYER
model_interface.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
model_loader.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_loader.py,MODEL_LAYER|DATA_LAYER
model_registry.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py,MODEL_LAYER
model_runtime.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
backtest_engine.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
model_accuracy_report.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py,MODEL_LAYER|DATA_LAYER
prediction_tracker.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py,PREDICTION_LAYER
roi_analyzer.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\roi_analyzer.py,VALUE_LAYER|MODEL_LAYER
fusion_engine.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py,MODEL_LAYER|RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
probability_calculator.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\probability_calculator.py,VALUE_LAYER|PREDICTION_LAYER
dixon_coles_model.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py,MODEL_LAYER|FEATURE_LAYER|PREDICTION_LAYER|DATA_LAYER
elo_model.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py,MODEL_LAYER|FEATURE_LAYER|PREDICTION_LAYER|DATA_LAYER
poisson_model.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py,MODEL_LAYER|FEATURE_LAYER|PREDICTION_LAYER|DATA_LAYER
xgboost_model.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py,MODEL_LAYER|FEATURE_LAYER|PREDICTION_LAYER|DATA_LAYER
model_layer_v1.3_full_test.py,E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
confidence_calculator.py,E:\football_v\06_PREDICTION_ENGINE\confidence_calculator.py,VALUE_LAYER|PREDICTION_LAYER
correct_score_calculator.py,E:\football_v\06_PREDICTION_ENGINE\correct_score_calculator.py,VALUE_LAYER|PREDICTION_LAYER
goal_distribution.py,E:\football_v\06_PREDICTION_ENGINE\goal_distribution.py,MODEL_LAYER|PREDICTION_LAYER
market_probability_compare.py,E:\football_v\06_PREDICTION_ENGINE\market_probability_compare.py,MODEL_LAYER|MARKET_LAYER|PREDICTION_LAYER
prediction_interface.py,E:\football_v\06_PREDICTION_ENGINE\prediction_interface.py,PREDICTION_LAYER
prediction_registry.py,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py,RUNTIME_LAYER|PREDICTION_LAYER
prediction_runtime.py,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py,RUNTIME_LAYER|PREDICTION_LAYER
prediction_service.py,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
probability_calibrator.py,E:\football_v\06_PREDICTION_ENGINE\probability_calibrator.py,VALUE_LAYER|PREDICTION_LAYER
probability_engine.py,E:\football_v\06_PREDICTION_ENGINE\probability_engine.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|MARKET_LAYER|RUNTIME_LAYER
risk_engine.py,E:\football_v\06_PREDICTION_ENGINE\risk_engine.py,VALUE_LAYER|RUNTIME_LAYER|PREDICTION_LAYER
score_prediction_engine.py,E:\football_v\06_PREDICTION_ENGINE\score_prediction_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
value_analyzer.py,E:\football_v\06_PREDICTION_ENGINE\value_analyzer.py,VALUE_LAYER|MODEL_LAYER|MARKET_LAYER|PREDICTION_LAYER
prediction_engine_v1.3_full_test.py,E:\football_v\06_PREDICTION_ENGINE\tests\prediction_engine_v1.3_full_test.py,VALUE_LAYER|DATA_LAYER|PREDICTION_LAYER|MARKET_LAYER|RUNTIME_LAYER
connector_manager.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\connector_manager.py,MODEL_LAYER
dixon_coles_connector.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\dixon_coles_connector.py,MODEL_LAYER
elo_connector.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\elo_connector.py,MODEL_LAYER
poisson_connector.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\poisson_connector.py,MODEL_LAYER
xgboost_connector.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\xgboost_connector.py,MODEL_LAYER
calibration_engine.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\calibration_engine.py,VALUE_LAYER|RUNTIME_LAYER
reliability.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\reliability.py,
confidence_manager.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_engine\confidence_manager.py,
knockout_engine.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\knockout_extension\knockout_engine.py,
model_connector.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\model_connector.py,MODEL_LAYER
api_service.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\prediction_api\api_service.py,PREDICTION_LAYER|DATA_LAYER
probability_fusion.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
fusion_calculator.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\fusion_calculator.py,MODEL_LAYER
probability_service.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\probability_service.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
prediction_engine.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\regular_time_prediction\prediction_engine.py,PREDICTION_LAYER|DATA_LAYER
risk_manager.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_engine\risk_manager.py,VALUE_LAYER
model_conflict.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\model_conflict.py,MODEL_LAYER
upset_detector.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\upset_detector.py,
score_predictor.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_prediction\score_predictor.py,PREDICTION_LAYER|DATA_LAYER
score_distribution.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_probability_engine\score_distribution.py,PREDICTION_LAYER
score_service.py,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_probability_engine\score_service.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
feature_pipeline.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\feature_pipeline.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
input_manager.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\input_manager.py,DATA_LAYER
output_pipeline.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\output_pipeline.py,RUNTIME_LAYER|DATA_LAYER
decision_service.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\decision_interface\decision_service.py,RUNTIME_LAYER|DATA_LAYER
backup_feedback_receiver_V1.0.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\learning_hook\backup_feedback_receiver_V1.0.py,DATA_LAYER
experience_connector.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\learning_hook\experience_connector.py,
model_selector.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\model_selector.py,MODEL_LAYER
router.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\router.py,MODEL_LAYER|RUNTIME_LAYER
orchestrator.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\orchestrator.py,RUNTIME_LAYER
pipeline_manager.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\pipeline_manager.py,RUNTIME_LAYER|DATA_LAYER
task_scheduler.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\task_scheduler.py,DATA_LAYER
report_generator.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\report_engine\report_generator.py,DATA_LAYER
monitor.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\workflow_monitor\monitor.py,
status_tracker.py,E:\football_v\07_AI_ORCHESTRATION_LAYER\workflow_monitor\status_tracker.py,
accuracy_evaluator.py,E:\football_v\07_BACKTEST_AI\accuracy_evaluator.py,VALUE_LAYER|PREDICTION_LAYER
backtest_engine.py,E:\football_v\07_BACKTEST_AI\backtest_engine.py,VALUE_LAYER|RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
backtest_runner.py,E:\football_v\07_BACKTEST_AI\backtest_runner.py,RUNTIME_LAYER|DATA_LAYER
betting_result_analyzer.py,E:\football_v\07_BACKTEST_AI\betting_result_analyzer.py,BETTING_LAYER
confidence_evaluator.py,E:\football_v\07_BACKTEST_AI\confidence_evaluator.py,VALUE_LAYER|PREDICTION_LAYER
feature_feedback.py,E:\football_v\07_BACKTEST_AI\feature_feedback.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
historical_match_loader.py,E:\football_v\07_BACKTEST_AI\historical_match_loader.py,DATA_LAYER
model_feedback.py,E:\football_v\07_BACKTEST_AI\model_feedback.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
optimization_scheduler.py,E:\football_v\07_BACKTEST_AI\optimization_scheduler.py,DATA_LAYER
prediction_result_loader.py,E:\football_v\07_BACKTEST_AI\prediction_result_loader.py,PREDICTION_LAYER|DATA_LAYER
probability_evaluator.py,E:\football_v\07_BACKTEST_AI\probability_evaluator.py,VALUE_LAYER|PREDICTION_LAYER
roi_tracker.py,E:\football_v\07_BACKTEST_AI\roi_tracker.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER
strategy_performance.py,E:\football_v\07_BACKTEST_AI\strategy_performance.py,VALUE_LAYER|FEATURE_LAYER
backtest_system_v1.3_full_test.py,E:\football_v\07_BACKTEST_AI\tests\backtest_system_v1.3_full_test.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
backtest_engine.py,E:\football_v\07_BACKTEST_SYSTEM\backtest_engine\backtest_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
classification_metrics.py,E:\football_v\07_BACKTEST_SYSTEM\metrics\classification_metrics.py,DATA_LAYER
probability_metrics.py,E:\football_v\07_BACKTEST_SYSTEM\metrics\probability_metrics.py,PREDICTION_LAYER|DATA_LAYER
risk_metrics.py,E:\football_v\07_BACKTEST_SYSTEM\metrics\risk_metrics.py,DATA_LAYER
comparison_engine.py,E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py,RUNTIME_LAYER|DATA_LAYER
calibration.py,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\calibration.py,DATA_LAYER
model_accuracy.py,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py,MODEL_LAYER|PREDICTION_LAYER
probability_score.py,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\probability_score.py,PREDICTION_LAYER
backtest_system_test.py,E:\football_v\07_BACKTEST_SYSTEM\tests\backtest_system_test.py,MODEL_LAYER|RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
bankroll_manager.py,E:\football_v\08_DECISION_ENGINE\bankroll_manager.py,MODEL_LAYER|BETTING_LAYER
bet_selection_engine.py,E:\football_v\08_DECISION_ENGINE\bet_selection_engine.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|PREDICTION_LAYER|MARKET_LAYER|RUNTIME_LAYER
decision_engine.py,E:\football_v\08_DECISION_ENGINE\decision_engine.py,VALUE_LAYER|BETTING_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
decision_interface.py,E:\football_v\08_DECISION_ENGINE\decision_interface.py,PREDICTION_LAYER
decision_registry.py,E:\football_v\08_DECISION_ENGINE\decision_registry.py,RUNTIME_LAYER
decision_runtime.py,E:\football_v\08_DECISION_ENGINE\decision_runtime.py,RUNTIME_LAYER
final_decision_report.py,E:\football_v\08_DECISION_ENGINE\final_decision_report.py,BETTING_LAYER|PREDICTION_LAYER|DATA_LAYER
portfolio_strategy.py,E:\football_v\08_DECISION_ENGINE\portfolio_strategy.py,
risk_control_engine.py,E:\football_v\08_DECISION_ENGINE\risk_control_engine.py,VALUE_LAYER|RUNTIME_LAYER
stake_calculator.py,E:\football_v\08_DECISION_ENGINE\stake_calculator.py,VALUE_LAYER|BETTING_LAYER
value_filter_engine.py,E:\football_v\08_DECISION_ENGINE\value_filter_engine.py,VALUE_LAYER|MODEL_LAYER|PREDICTION_LAYER|MARKET_LAYER|RUNTIME_LAYER
decision_engine_v1.3_full_test.py,E:\football_v\08_DECISION_ENGINE\tests\decision_engine_v1.3_full_test.py,VALUE_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER
decision_engine.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\decision_core\decision_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
explanation_manager.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\explanation_manager.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
fusion_explainer.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\fusion_explainer.py,
model_explainer.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py,MODEL_LAYER|DATA_LAYER
feedback_connector_V0.1_backup.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\feedback_interface\backup\feedback_connector_V0.1_backup.py,DATA_LAYER
fusion_analyzer.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\fusion_analysis\fusion_analyzer.py,PREDICTION_LAYER
handicap_adapter.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_adapter.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
handicap_connector.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_connector.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
market_risk_adapter.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_adapter.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
market_risk_connector.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_connector.py,MARKET_LAYER|DATA_LAYER
raw_output_manager.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\raw_output_engine\raw_output_manager.py,MODEL_LAYER
recommendation.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation.py,RUNTIME_LAYER
recommendation_manager.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation_manager.py,DATA_LAYER
decision_report.py,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\report_generator\decision_report.py,DATA_LAYER
decision_engine_V2.4.py,E:\football_v\08_DECISION_LAYER\engine\decision_engine_V2.4.py,VALUE_LAYER|RUNTIME_LAYER|DATA_LAYER
recommendation_engine.py,E:\football_v\08_DECISION_LAYER\engine\recommendation_engine.py,BETTING_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
decision_monitor.py,E:\football_v\08_DECISION_LAYER\monitor\decision_monitor.py,DATA_LAYER
decision_service.py,E:\football_v\08_DECISION_LAYER\service\decision_service.py,RUNTIME_LAYER|DATA_LAYER
auto_report_generator.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py,VALUE_LAYER|MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
model_router.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py,MODEL_LAYER|RUNTIME_LAYER
orchestration_interface.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\orchestration_interface.py,
pipeline_controller.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py,RUNTIME_LAYER|DATA_LAYER
system_health_monitor.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py,VALUE_LAYER|DATA_LAYER
task_scheduler.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\task_scheduler.py,
workflow_engine.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\workflow_engine.py,RUNTIME_LAYER
orchestration_layer_v1.3_full_test.py,E:\football_v\09_AI_ORCHESTRATION_LAYER\tests\orchestration_layer_v1.3_full_test.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
decision_api.py,E:\football_v\09_APPLICATION_LAYER\api\decision_api.py,RUNTIME_LAYER|DATA_LAYER
prediction_api.py,E:\football_v\09_APPLICATION_LAYER\api\prediction_api.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
match_analysis.py,E:\football_v\09_APPLICATION_LAYER\interface\match_analysis.py,
football_ai_service.py,E:\football_v\09_APPLICATION_LAYER\service\football_ai_service.py,RUNTIME_LAYER|DATA_LAYER
dixon_coles_explainer.py,E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py,MODEL_LAYER|FEATURE_LAYER|PREDICTION_LAYER|DATA_LAYER
elo_explainer.py,E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
report_generator.py,E:\football_v\09_MODEL_EXPLANATION_ENGINE\explanation_report\report_generator.py,DATA_LAYER
fusion_explainer.py,E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
poisson_explainer.py,E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
xgboost_explainer.py,E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
model_result_adapter.py,E:\football_v\09_Prediction_System\model_result_adapter.py,MODEL_LAYER
prediction_history.py,E:\football_v\09_Prediction_System\prediction_history.py,PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
prediction_monitor.py,E:\football_v\09_Prediction_System\prediction_monitor.py,PREDICTION_LAYER
prediction_pipeline.py,E:\football_v\09_Prediction_System\prediction_pipeline.py,RUNTIME_LAYER|PREDICTION_LAYER
prediction_report_generator.py,E:\football_v\09_Prediction_System\prediction_report_generator.py,PREDICTION_LAYER|DATA_LAYER
prediction_service_adapter.py,E:\football_v\09_Prediction_System\prediction_service_adapter.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
probability_adapter.py,E:\football_v\09_Prediction_System\probability_adapter.py,PREDICTION_LAYER
score_adapter.py,E:\football_v\09_Prediction_System\score_adapter.py,PREDICTION_LAYER|DATA_LAYER
test_phase2_adapter.py,E:\football_v\09_Prediction_System\tests\test_phase2_adapter.py,MODEL_LAYER
test_prediction_system.py,E:\football_v\09_Prediction_System\tests\test_prediction_system.py,RUNTIME_LAYER|PREDICTION_LAYER
module.py,E:\football_v\100_FINAL_MATCH_DECISION_SYSTEM\module.py,
module.py,E:\football_v\100_SELF_EVOLUTION_ENGINE\module.py,VALUE_LAYER|RUNTIME_LAYER
module.py,E:\football_v\101_REAL_MARKET_INTELLIGENCE_ENGINE\module.py,MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\102_ODDS_MOVEMENT_ANALYSIS_ENGINE\module.py,MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\103_CAPITAL_FLOW_TRACKING_ENGINE\module.py,MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\104_MARKET_SENTIMENT_FUSION_ENGINE\module.py,MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\105_HANDICAP_VALUE_DECISION_ENGINE\module.py,VALUE_LAYER|MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\106_REAL_ODDS_HISTORY_ENGINE\module.py,MARKET_LAYER|FEATURE_LAYER|RUNTIME_LAYER
module.py,E:\football_v\107_MARKET_PATTERN_RECOGNITION_ENGINE\module.py,MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\108_SMART_HANDICAP_ENGINE\module.py,MARKET_LAYER|RUNTIME_LAYER
module.py,E:\football_v\109_VALUE_BET_SELECTION_ENGINE\module.py,VALUE_LAYER|BETTING_LAYER|RUNTIME_LAYER
adaptive_parameter_learning.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_parameter_learning.py,VALUE_LAYER|MODEL_LAYER
adaptive_strategy_selector.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_strategy_selector.py,
ai_strategy_reasoning_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\ai_strategy_reasoning_engine.py,RUNTIME_LAYER|DATA_LAYER
approval_workflow.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\approval_workflow.py,
architecture_health_checker.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\architecture_health_checker.py,DATA_LAYER
autonomous_engine_v2.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v2.py,VALUE_LAYER|RUNTIME_LAYER|DATA_LAYER
auto_experiment_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_experiment_engine.py,RUNTIME_LAYER
auto_recovery_manager.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_recovery_manager.py,
auto_upgrade_manager.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_upgrade_manager.py,MODEL_LAYER
change_risk_assessor.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
continuous_improvement_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\continuous_improvement_engine.py,RUNTIME_LAYER|DATA_LAYER
decision_logger.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_logger.py,MODEL_LAYER
decision_quality_analyzer.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_quality_analyzer.py,PREDICTION_LAYER
dependency_validator.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dependency_validator.py,
dynamic_weight_adjuster.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER
error_analysis_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_analysis_engine.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
error_rate_calculator.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_rate_calculator.py,
error_trend_detector.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_trend_detector.py,
evolution_controller.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_controller.py,VALUE_LAYER
evolution_decision_brain.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_decision_brain.py,VALUE_LAYER|PREDICTION_LAYER|DATA_LAYER
evolution_governance_manager.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_governance_manager.py,VALUE_LAYER|DATA_LAYER
evolution_intelligence_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_intelligence_engine.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
evolution_knowledge_reasoner.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_knowledge_reasoner.py,VALUE_LAYER
evolution_memory.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory.py,VALUE_LAYER|DATA_LAYER
evolution_memory_index.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_memory_index.py,VALUE_LAYER|DATA_LAYER
evolution_pattern_analyzer.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_pattern_analyzer.py,VALUE_LAYER
evolution_report_generator.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\evolution_report_generator.py,VALUE_LAYER|RUNTIME_LAYER|DATA_LAYER
experience_pattern_miner.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\experience_pattern_miner.py,DATA_LAYER
experience_repository.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\experience_repository.py,
failure_prediction_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\failure_prediction_engine.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
feature_self_optimizer.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\feature_self_optimizer.py,VALUE_LAYER|FEATURE_LAYER
football_reasoning_core.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\football_reasoning_core.py,DATA_LAYER
future_risk_simulator.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\future_risk_simulator.py,PREDICTION_LAYER|DATA_LAYER
historical_case_analyzer.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\historical_case_analyzer.py,
human_approval_gate_v2.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_gate_v2.py,
human_approval_manager.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_manager.py,
human_approval_v1.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_approval_v1.py,DATA_LAYER
human_dashboard_api.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\human_dashboard_api.py,
intelligence_connector.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\intelligence_connector.py,DATA_LAYER
intelligent_task_allocator.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\intelligent_task_allocator.py,
knowledge_graph_builder.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_graph_builder.py,VALUE_LAYER
knowledge_relation_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_relation_engine.py,RUNTIME_LAYER
knowledge_retrieval_engine.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_retrieval_engine.py,VALUE_LAYER|RUNTIME_LAYER
knowledge_snapshot.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\knowledge_snapshot.py,DATA_LAYER
learning_cycle_manager.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_cycle_manager.py,FEATURE_LAYER
learning_effect_tracker.py,E:\football_v\10_AI_AUTONOMOUS_ENGINE\learning_effect_tracker.py,VALUE_LAYER|FEATURE_LAYER
