keyword,count,file
elo,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
score,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
value,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
ev,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
engine,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
service,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
data,34,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
dataset,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
load,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
read,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
json,16,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
database,12,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
feature,39,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
elo,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
score,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
ev,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
runtime,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
data,29,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
dataset,18,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
read,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
json,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
feature,39,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
elo,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
dixon,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
poisson,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
xgboost,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
model,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
probability,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
score,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
data,16,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
read,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
json,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
feature,50,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
strength,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
elo,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
dixon,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
poisson,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
xgboost,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
model,12,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
data,18,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
dataset,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
read,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
json,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
database,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
feature,18,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
elo,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
ev,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
service,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
data,36,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
dataset,33,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
read,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
feature,22,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
elo,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
model,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
train,17,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
ev,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
pipeline,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
data,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
read,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
json,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
feature,51,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
history,13,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
form,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
elo,10,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
ev,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
engine,15,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
data,18,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
dataset,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
load,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
read,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
database,12,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
db,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
query,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
feature,50,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
history,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
form,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
elo,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
model,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
service,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
data,30,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
read,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
json,13,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
database,24,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
feature,39,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
history,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
form,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
elo,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
model,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
value,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
data,25,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
read,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
database,20,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
query,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
feature,37,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
runtime,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
service,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
data,22,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
load,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
read,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
database,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
feature,40,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
elo,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
ev,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
service,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
data,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
read,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
database,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
feature,107,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
form,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
elo,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
value,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
ev,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
router,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
service,12,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
data,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
read,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
db,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
feature,79,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
history,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
model,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
predict,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
prediction,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
engine,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
data,13,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
load,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
read,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
feature,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
elo,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
dixon,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
poisson,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
xgboost,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
model,105,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
train,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
fit,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
predict,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
prediction,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
probability,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
value,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
ev,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
roi,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
engine,10,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
runtime,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
load,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
read,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
json,12,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
form,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
engine,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
service,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
load,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py
read,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py
json,13,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py
engine,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py
load,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
read,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
json,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
elo,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
dixon,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
poisson,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
xgboost,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
model,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
predict,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
prediction,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
probability,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
score,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
engine,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
service,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py
data,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
read,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
json,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
elo,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
dixon,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
poisson,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
xgboost,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
model,13,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
predict,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
prediction,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
probability,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
score,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
value,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
engine,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
service,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py
data,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
read,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
json,11,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
feature,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
poisson,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
model,20,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
predict,67,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
prediction,63,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
probability,50,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
score,29,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
market,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
value,18,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
ev,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
engine,51,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
runtime,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
service,6,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
data,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
read,3,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
json,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
elo,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
dixon,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
poisson,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
xgboost,2,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
model,8,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
predict,18,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
prediction,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
probability,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
score,5,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
ev,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
engine,12,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py
load,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
read,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
json,4,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
elo,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
dixon,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
poisson,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
xgboost,1,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
model,10,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
predict,19,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
prediction,14,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
probability,7,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
score,9,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py
