keyword,file,count
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,9
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,5
recent,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,1
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,2
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,1
rest,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,2
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,41
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,13
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,7
recent,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,1
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,4
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,1
rest,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,4
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.1.py,36
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.1.py,15
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.2.py,38
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.2.py,15
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py,33
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py,14
recent,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py,39
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py,16
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,39
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,4
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,14
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,50
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,6
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,15
strength,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,4
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py,18
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py,13
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,22
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,1
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,13
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,51
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,3
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,15
feature_engine,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,9
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,13
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,12
previous,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,8
team_form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,4
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,50
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,2
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,14
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,4
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,14
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,1
team_form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,39
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,14
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,8
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,8
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,3
team_form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,2
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py,37
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py,15
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py,4
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,40
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,15
schedule,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,7
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,107
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,1
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,26
historical,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,6
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,79
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,12
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,25
history,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,3
rest,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,11
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,8
feature_store,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,2
rest,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,1
form,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py,1
feature,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,4
features,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,3
rank,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,4
ranking,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,2
history,E:\football_v\01_Data_Source\acceptance\acceptance_check.py,1
history,E:\football_v\01_Data_Source\download\data_downloader.py,13
form,E:\football_v\02_Data_Platform\data_loader\data_loader.py,1
form,E:\football_v\02_Data_Platform\data_loader\engine\loader_engine.py,1
form,E:\football_v\02_Data_Platform\data_manager\dataset_registry.py,1
form,E:\football_v\02_Data_Platform\data_manager\data_manager.py,1
form,E:\football_v\02_Data_Platform\integration\platform_bootstrap.py,5
form,E:\football_v\02_Data_Platform\metadata\metadata_manager.py,1
form,E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py,3
form,E:\football_v\02_Data_Platform\pipeline\data_pipeline.py,1
form,E:\football_v\02_Data_Platform\registry\data_platform_registry.py,3
form,E:\football_v\02_Data_Platform\storage_engine\storage_manager.py,2
rating,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\dixon_coles.py,4
strength,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\dixon_coles.py,2
history,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\elo_engine.py,8
rating,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\elo_engine.py,8
rating,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\poisson_engine.py,4
strength,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\poisson_engine.py,2
feature,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py,2
features,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py,2
transform,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py,2
encoder,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py,6
form,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py,2
feature,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_engine.py,4
features,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_engine.py,4
rating,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_engine.py,3
strength,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_engine.py,4
feature,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,2
features,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,2
rating,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,4
form,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,6
team_form,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,2
fatigue,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,6
rest,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py,4
feature,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py,3
features,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py,3
strength,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py,1
feature,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,1
features,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,1
strength,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,2
feature,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,3
features,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,3
feature,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\feature_weight_manager.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,1
history,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,2
previous,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_anomaly_detector.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_api_service.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_audit_logger.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_auto_generator.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_auto_generator.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_cache_manager.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_context_builder.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_crud_service.py,9
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_health_check.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_reader.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_service.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_session.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_builder_v2.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_exporter.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_generator.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_reporter.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_dataset_version_manager.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_ingestion.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_data_loader.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_drift_detector.py,1
historical,E:\football_v\04_Data_Processing_AI\feature_store\feature_drift_detector.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_feature_generator.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_feedback_optimizer.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_importance_analyzer.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py,1
schedule,E:\football_v\04_Data_Processing_AI\feature_store\feature_ingestion_scheduler.py,3
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py,5
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_interaction_engine.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_lineage_tracker.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py,3
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_match_reader.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,5
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_optimizer.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_optimizer.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_pattern_miner.py,1
history,E:\football_v\04_Data_Processing_AI\feature_store\feature_pattern_miner.py,3
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline.py,7
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_pipeline_runner.py,7
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_monitor.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_reporter.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_quality_rules.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py,1
recent,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_engine.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_query_service.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_reduction_engine.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py,2
feature_store,E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_request_router.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_response_formatter.py,1
form,E:\football_v\04_Data_Processing_AI\feature_store\feature_response_formatter.py,3
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_schema.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_selector_ai.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_selector_ai.py,3
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py,5
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_service.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_service_health.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py,1
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_snapshot_manager.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py,4
features,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py,2
feature_store,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py,1
rest,E:\football_v\04_Data_Processing_AI\feature_store\feature_store.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_table_mapper.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_time_series_manager.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_validation_service.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_validator.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_version_manager.py,5
feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_builder.py,1
historical,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_builder.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_database.py,2
historical,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_database.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,4
features,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,3
history,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,2
historical,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,1
form,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,1
team_form,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository.py,6
historical,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py,1
historical,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_repository_v2.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,2
history,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,4
historical,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,1
form,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,1
team_form,E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py,1
history,E:\football_v\04_Data_Processing_AI\feature_store\home_away_feature_engine.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py,1
features,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py,1
rest,E:\football_v\04_Data_Processing_AI\feature_store\intelligent_feature_store.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\production_release_checker.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py,1
history,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py,3
form,E:\football_v\04_Data_Processing_AI\feature_store\team_form_feature_engine.py,3
feature,E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,3
transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,2
form,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,1
strength,E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,4
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,3
transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,2
strength,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,2
form,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py,1
transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,2
form,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_feature_adapter.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,3
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,3
transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,2
form,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py,2
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,4
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,4
transform,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,2
form,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py,4
features,E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\ai_feature_dataset_test.py,5
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\environment_flow_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_health_test.py,5
historical,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_health_test.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_database_integration_test.py,5
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_dataset_generation_test.py,6
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py,5
schedule,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_data_test.py,5
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_pipeline_test.py,5
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py,5
feature_store,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py,14
form,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py,11
feature_store,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py,5
historical,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py,2
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,7
feature_engine,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,3
history,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,1
historical,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,2
form,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,1
team_form,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py,8
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\postgres_runtime_test.py,3
historical,E:\football_v\04_Data_Processing_AI\feature_store\tests\postgres_runtime_test.py,1
feature,E:\football_v\04_Data_Processing_AI\feature_store\tests\training_dataset_pipeline_test.py,1
feature,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py,3
features,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py,3
rest,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py,1
