size,imports,features,rows,entry_function,file,called_function,functions,dependency,layers,class,module,table,keywords,sql,lines,function,error,reason,migration,source,status,path,columns,classes,capability,line,database,count,keyword
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,db
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,dixon
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,21,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,train
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,predict
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,prediction
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,ev
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,10,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,5,load
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,form
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,15,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,train
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,predict
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,10,ev
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,12,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,service
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,5,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,load
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,8,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,8,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,db
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,feature
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,dixon
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,7,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,predict
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,prediction
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,12,pipeline
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,5,router
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,service
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,13,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,feature
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,dixon
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,22,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,predict
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,prediction
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,value
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,5,roi
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,pipeline
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,router
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,dataset
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,load
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,11,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,15,db
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,8,feature
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,form
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,7,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,8,fit
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,24,predict
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,22,prediction
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,probability
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,score
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,26,ev
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,12,roi
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,12,bet
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,stake
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,feature
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,form
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,dixon
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,5,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,service
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,18,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,feature
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,strength
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,dixon
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,14,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,router
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,service
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,10,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,load
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,6,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,form
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,strength
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,elo
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,dixon
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,poisson
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,xgboost
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,19,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,10,engine
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,9,router
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,service
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,data
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,3,read
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,11,json
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,1,feature
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,5,model
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,2,fit
,,,,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,,,,,,,,,,,,,,Keyword_Discovery_Map_V1.0.csv,,,,,,,,4,predict
