"FullName","Length","LastWriteTime"
"E:\FOOTBALL_V\11_System_Intelligence\intelligence_scheduler.py","268","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\intelligence_weight_manager.py","315","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_embedding.py","190","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_engine.py","79","2026-07-21 18:03:44"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_graph.py","118","2026-07-21 18:11:41"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_memory_bridge.py","718","2026-07-21 19:51:15"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_node.py","413","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_optimizer.py","158","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_profile.py","174","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_query_engine.py","186","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_reasoner.py","465","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_relation.py","332","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_relation_engine.py","153","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\knowledge_update_engine.py","121","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\learning_memory.py","207","2026-07-21 20:07:44"
"E:\FOOTBALL_V\11_System_Intelligence\learning_scheduler.py","208","2026-07-21 20:07:44"
"E:\FOOTBALL_V\11_System_Intelligence\les_advanced.py","132","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\les_engine.py","177","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\lineup_engine.py","140","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\market_agent.py","173","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\market_engine.py","142","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\match_feature_store.py","170","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\match_prediction_engine.py","155","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\match_simulator.py","129","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\memory_adapter.py","258","2026-07-21 19:51:15"
"E:\FOOTBALL_V\11_System_Intelligence\model_accuracy_memory.py","176","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\model_adjustment_engine.py","145","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\model_conflict_detector.py","211","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\model_fusion_core.py","263","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\model_observer.py","111","2026-07-21 18:11:41"
"E:\FOOTBALL_V\11_System_Intelligence\model_optimizer.py","652","2026-07-21 20:07:44"
"E:\FOOTBALL_V\11_System_Intelligence\model_weight_optimizer.py","216","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\monte_carlo_engine.py","202","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\odds_movement.py","144","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\parlay_strategy.py","76","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\performance_tracker.py","336","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\poisson_model.py","214","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\poisson_trainer.py","140","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\prediction_agent.py","261","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\prediction_evaluator.py","147","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\prediction_report.py","141","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\prediction_report_generator.py","150","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\probability_fusion_engine.py","516","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\probability_memory.py","174","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\profit_tracker.py","168","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\reasoning_agent.py","173","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\reasoning_context.py","443","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\reasoning_engine.py","251","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\reasoning_memory.py","322","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\reasoning_rules.py","253","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\result_collector.py","86","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\risk_agent.py","164","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\risk_detector.py","134","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\risk_engine.py","180","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\risk_memory.py","161","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\risk_report.py","135","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\rule_optimizer.py","229","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\score_distribution_engine.py","186","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\score_prediction_engine.py","140","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\score_probability_table.py","188","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\self_learning_engine.py","694","2026-07-21 20:10:41"
"E:\FOOTBALL_V\11_System_Intelligence\single_strategy.py","76","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\sp_probability_engine.py","152","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\strategy_agent.py","179","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\strategy_mutator.py","163","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\system_analyzer.py","112","2026-07-21 18:11:41"
"E:\FOOTBALL_V\11_System_Intelligence\system_brain.py","106","2026-07-21 18:03:44"
"E:\FOOTBALL_V\11_System_Intelligence\system_exporter.py","139","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\team_feature_builder.py","187","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\team_strength_engine.py","143","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\true_probability_calculator.py","319","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\value_detector.py","130","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\weight_learning_engine.py","144","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\xgboost_predictor.py","201","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\xgboost_trainer.py","140","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_10_confidence_report.json","86","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_11_knowledge_graph_report.json","105","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_12_probability_report.json","99","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_13_market_report.json","88","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_14_prediction_report.json","92","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_15_runtime_report.json","93","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_2_memory_bridge_report.json","123","2026-07-21 19:51:15"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_3_reasoning_report.json","92","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_4_decision_fusion_report.json","85","2026-07-21 20:01:39"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_5_controller_upgrade_report.json","100","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_6_self_learning_report.json","261","2026-07-21 20:07:44"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_7_evolution_report.json","328","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_8_knowledge_report.json","90","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase3_9_risk_report.json","85","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase4_1_prediction_core_report.json","94","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase4_2_team_intelligence_report.json","85","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase4_3_market_intelligence_report.json","87","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase4_4_report_system_report.json","92","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase5_1_report.json","79","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase5_2_report.json","82","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase5_3_report.json","78","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase5_4_report.json","79","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase6_1_report.json","88","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase6_2_report.json","82","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase6_3_report.json","76","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\reports\phase6_4_report.json","85","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_intelligence.py","234","2026-07-21 18:09:13"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase2_intelligence.py","141","2026-07-21 18:11:41"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_10_confidence.py","183","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_11_knowledge_graph.py","900","2026-07-21 20:39:44"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_12_probability.py","277","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_13_market.py","145","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_14_prediction.py","187","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_15_runtime.py","137","2026-07-21 20:43:30"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_2_memory_bridge.py","714","2026-07-21 19:51:15"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_3_reasoning.py","473","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_4_decision_fusion.py","256","2026-07-21 20:01:39"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_5_controller_upgrade.py","739","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_6_self_learning.py","407","2026-07-21 20:07:44"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_7_evolution.py","413","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_8_knowledge.py","216","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_9_risk.py","136","2026-07-21 20:37:16"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase3_system_intelligence.py","489","2026-07-21 19:46:31"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase4_market_core.py","138","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase4_prediction_core.py","391","2026-07-21 20:46:19"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase5_1_agents.py","117","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase5_2_weight.py","163","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase5_3_simulation.py","161","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase5_4_strategy.py","130","2026-07-21 20:48:48"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase6_backtest.py","142","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase6_feedback.py","162","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\tests\test_phase6_training.py","140","2026-07-21 20:51:13"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_intelligence.cpython-312-pytest-9.1.1.pyc","1304","2026-07-21 20:12:58"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase2_intelligence.cpython-312-pytest-9.1.1.pyc","1073","2026-07-21 20:12:58"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_10_confidence.cpython-312-pytest-9.1.1.pyc","1107","2026-07-21 20:42:09"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_11_knowledge_graph.cpython-312-pytest-9.1.1.pyc","4139","2026-07-21 20:39:45"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_12_probability.cpython-312-pytest-9.1.1.pyc","1165","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_13_market.cpython-312-pytest-9.1.1.pyc","1074","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_14_prediction.cpython-312-pytest-9.1.1.pyc","1111","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_15_runtime.cpython-312-pytest-9.1.1.pyc","1392","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_2_memory_bridge.cpython-312-pytest-9.1.1.pyc","3033","2026-07-21 19:51:16"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_3_reasoning.cpython-312-pytest-9.1.1.pyc","1871","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_4_decision_fusion.cpython-312-pytest-9.1.1.pyc","1275","2026-07-21 20:01:40"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_5_controller_upgrade.cpython-312-pytest-9.1.1.pyc","4186","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_6_self_learning.cpython-312-pytest-9.1.1.pyc","2007","2026-07-21 20:07:45"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_7_evolution.cpython-312-pytest-9.1.1.pyc","2297","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_8_knowledge.cpython-312-pytest-9.1.1.pyc","1109","2026-07-21 20:42:09"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_9_risk.cpython-312-pytest-9.1.1.pyc","1065","2026-07-21 20:42:09"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase3_system_intelligence.cpython-312-pytest-9.1.1.pyc","2169","2026-07-21 19:48:29"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase4_market_core.cpython-312-pytest-9.1.1.pyc","1069","2026-07-21 20:46:20"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase4_prediction_core.cpython-312-pytest-9.1.1.pyc","1846","2026-07-21 20:46:20"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase5_1_agents.cpython-312-pytest-9.1.1.pyc","1259","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase5_2_weight.cpython-312-pytest-9.1.1.pyc","1088","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase5_3_simulation.cpython-312-pytest-9.1.1.pyc","1087","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase5_4_strategy.cpython-312-pytest-9.1.1.pyc","1390","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase6_backtest.cpython-312-pytest-9.1.1.pyc","1068","2026-07-21 20:51:21"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase6_feedback.cpython-312-pytest-9.1.1.pyc","1080","2026-07-21 20:51:21"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\test_phase6_training.cpython-312-pytest-9.1.1.pyc","1066","2026-07-21 20:51:21"
"E:\FOOTBALL_V\11_System_Intelligence\tests\__pycache__\__init__.cpython-312.pyc","151","2026-07-21 19:48:29"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\agent_manager.cpython-312.pyc","962","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\backtest_engine.cpython-312.pyc","481","2026-07-21 20:51:21"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\confidence_engine.cpython-312.pyc","547","2026-07-21 20:42:09"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\decision_fusion.cpython-312.pyc","865","2026-07-21 20:01:40"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\decision_reasoner.cpython-312.pyc","780","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\dynamic_weight_engine.cpython-312.pyc","545","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\elo_engine.cpython-312.pyc","683","2026-07-21 20:46:20"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\elo_trainer.cpython-312.pyc","490","2026-07-21 20:51:21"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\evolution_engine.cpython-312.pyc","1718","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\evolution_memory.cpython-312.pyc","984","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\feedback_memory.cpython-312.pyc","863","2026-07-21 19:51:16"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\football_ai_runtime.cpython-312.pyc","457","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\intelligence_controller.cpython-312.pyc","1630","2026-07-21 19:48:29"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\intelligence_feedback_loop.cpython-312.pyc","914","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\intelligence_fusion_engine.cpython-312.pyc","681","2026-07-21 20:01:40"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\intelligence_router.cpython-312.pyc","561","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\intelligence_scheduler.cpython-312.pyc","935","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\intelligence_weight_manager.cpython-312.pyc","925","2026-07-21 20:02:56"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\knowledge_embedding.cpython-312.pyc","529","2026-07-21 20:39:45"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\knowledge_memory_bridge.cpython-312.pyc","1383","2026-07-21 19:51:16"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\knowledge_node.cpython-312.pyc","966","2026-07-21 20:39:45"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\knowledge_query_engine.cpython-312.pyc","529","2026-07-21 20:39:45"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\knowledge_reasoner.cpython-312.pyc","690","2026-07-21 20:42:09"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\knowledge_relation.cpython-312.pyc","889","2026-07-21 20:39:45"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\les_advanced.cpython-312.pyc","483","2026-07-21 20:46:20"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\les_engine.cpython-312.pyc","490","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\match_prediction_engine.cpython-312.pyc","522","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\memory_adapter.cpython-312.pyc","515","2026-07-21 19:51:16"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\model_adjustment_engine.cpython-312.pyc","508","2026-07-21 20:51:21"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\model_fusion_core.cpython-312.pyc","620","2026-07-21 20:46:20"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\model_optimizer.cpython-312.pyc","1224","2026-07-21 20:07:45"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\monte_carlo_engine.cpython-312.pyc","526","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\performance_tracker.cpython-312.pyc","1031","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\probability_fusion_engine.cpython-312.pyc","953","2026-07-21 20:43:39"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\reasoning_engine.cpython-312.pyc","795","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\reasoning_rules.cpython-312.pyc","648","2026-07-21 19:54:20"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\risk_engine.cpython-312.pyc","499","2026-07-21 20:42:09"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\rule_optimizer.cpython-312.pyc","562","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\self_learning_engine.cpython-312.pyc","1283","2026-07-21 20:10:41"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\single_strategy.cpython-312.pyc","450","2026-07-21 20:48:57"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\strategy_mutator.cpython-312.pyc","520","2026-07-21 20:22:30"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\system_analyzer.cpython-312.pyc","487","2026-07-21 20:12:58"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\system_brain.cpython-312.pyc","474","2026-07-21 20:12:58"
"E:\FOOTBALL_V\11_System_Intelligence\__pycache__\__init__.cpython-312.pyc","145","2026-07-21 19:48:29"
"E:\FOOTBALL_V\120_AI_REPORT_SERVICE\module.py","85","2026-07-23 00:23:35"
"E:\FOOTBALL_V\121_DATABASE_GOVERNANCE_LAYER\data_registry.py","73","2026-07-23 00:32:29"
"E:\FOOTBALL_V\121_RESULT_FEEDBACK_ENGINE\module.py","93","2026-07-23 00:24:20"
"E:\FOOTBALL_V\122_ERROR_ANALYSIS_ENGINE\module.py","92","2026-07-23 00:24:20"
"E:\FOOTBALL_V\122_MODEL_STORE_LAYER\metadata_manager.py","65","2026-07-23 00:32:29"
"E:\FOOTBALL_V\123_EXECUTION_ENGINE\decision_executor.py","64","2026-07-23 00:32:29"
"E:\FOOTBALL_V\123_MODEL_WEIGHT_UPDATE_ENGINE\module.py","97","2026-07-23 00:24:20"
"E:\FOOTBALL_V\124_AUTO_BACKTEST_ENGINE\module.py","91","2026-07-23 00:24:20"
"E:\FOOTBALL_V\124_DASHBOARD_LAYER\model_monitor.py","63","2026-07-23 00:32:29"
"E:\FOOTBALL_V\125_AI_VERSION_MANAGER\module.py","89","2026-07-23 00:24:20"
"E:\FOOTBALL_V\125_PRODUCT_RELEASE_LAYER\deployment_validator.py","69","2026-07-23 00:32:29"
"E:\FOOTBALL_V\126_MODEL_EXPLANATION_ENGINE\explanation_engine.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\127_AUTONOMOUS_LEARNING_LOOP\feedback_processor.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\128_SYSTEM_MONITORING_CENTER\alert_manager.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\129_API_GATEWAY_LAYER\api_router.py","65","2026-07-23 00:32:29"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\error_analysis\error_analyzer.py","293","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\experience_database\experience_manager.py","227","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\feature_optimizer\feature_optimizer.py","244","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\feedback_collector\collector.py","237","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\improvement_engine\improvement.py","230","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py","235","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\registry\learning_registry.json","342","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\reports\learning_deploy_report.json","229","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\reports\learning_test_report.json","1529","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\self_reflection\reflection_engine.py","230","2026-07-22 16:58:03"
"E:\FOOTBALL_V\12_AUTONOMOUS_LEARNING_ENGINE\weight_optimizer\optimizer.py","247","2026-07-22 16:58:03"
"E:\FOOTBALL_V\130_FINAL_SYSTEM_VALIDATION\module.py","71","2026-07-23 00:32:29"
"E:\FOOTBALL_V\131_USER_INTERFACE_LAYER\module.py","203","2026-07-23 09:47:23"
"E:\FOOTBALL_V\132_NATURAL_LANGUAGE_ENGINE\module.py","209","2026-07-23 09:47:23"
"E:\FOOTBALL_V\133_CONVERSATION_MEMORY_LAYER\module.py","213","2026-07-23 09:47:23"
"E:\FOOTBALL_V\134_COMMAND_ROUTER_ENGINE\module.py","205","2026-07-23 09:47:23"
"E:\FOOTBALL_V\135_API_GATEWAY_CONNECTOR\module.py","205","2026-07-23 09:47:23"
"E:\FOOTBALL_V\136_MODULE_DISPATCH_ENGINE\module.py","207","2026-07-23 09:47:23"
"E:\FOOTBALL_V\137_REPORT_PRESENTATION_LAYER\module.py","213","2026-07-23 09:47:23"
"E:\FOOTBALL_V\138_LOCAL_CHAT_RUNTIME\module.py","199","2026-07-23 09:47:23"
"E:\FOOTBALL_V\139_SYSTEM_HEALTH_INTERFACE\module.py","209","2026-07-23 09:47:23"
"E:\FOOTBALL_V\13_REPORT_INTELLIGENCE_LAYER\export_engine\exporter.py","215","2026-07-22 17:02:17"
"E:\FOOTBALL_V\13_REPORT_INTELLIGENCE_LAYER\market_report\market_report.py","224","2026-07-22 17:02:17"
