file,exists,size,last_modified,delete_status
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.0.json,YES,622,2026-07-25 12:30:23.795487,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.1.json,YES,746,2026-07-25 12:38:57.556212,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.2.json,YES,520,2026-07-25 12:51:14.863270,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\checkpoint\Checkpoint_MODEL_LAYER_V1.3.json,YES,585,2026-07-25 13:01:43.139002,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\migration\Model_Migration_Decision_V1.0.csv,YES,929,2026-07-25 12:38:47.197442,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\model_control\Football_AI_OS_Model_Governance_Control_V1.0.json,YES,282,2026-07-25 16:14:31.690501,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Asset_Registry.csv,YES,628,2026-07-25 10:49:24.200944,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Asset_Registry.csv,YES,3905,2026-07-25 11:08:38.004348,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Inventory.csv,YES,1870,2026-07-25 11:15:26.076579,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Registry.csv,YES,447,2026-07-25 11:37:36.356353,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Database_Registry_V1.0.csv,YES,445,2026-07-25 11:46:37.263511,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Data_Asset_Register_V1.0.csv,YES,830,2026-07-25 12:34:18.860007,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Feature_Final_Asset_Register_V1.0.csv,YES,1317,2026-07-25 12:59:30.701290,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Feature_Registry.csv,YES,501,2026-07-25 10:37:46.913839,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Football_AI_OS_Legacy_Asset_Index_V1.0.csv,YES,1577,2026-07-25 12:22:43.762740,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Layer_Approval_Register_V1.0.csv,YES,1483,2026-07-25 13:17:17.393386,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Legacy_Retention_List_V1.0.csv,YES,431,2026-07-25 12:34:07.461123,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Asset_Index_V1.0.csv,YES,2099,2026-07-25 12:21:18.631624,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Final_Asset_Register_V1.0.csv,YES,360,2026-07-25 13:01:43.123291,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Final_Asset_Register_V1.1.csv,YES,1220,2026-07-25 12:51:13.492983,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Model_Registry.csv,YES,371,2026-07-25 10:37:45.306388,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Omega_V3.2_Asset_Freeze_Register_V1.0.csv,YES,1386,2026-07-25 13:19:44.491251,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Phase5_Asset_Registry_V1.0.csv,YES,1740,2026-07-25 13:12:57.302846,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Phase5_Governance_Register_V1.0.csv,YES,1026,2026-07-25 13:14:46.029552,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Phase6_Final_Freeze_Register_V1.0.csv,YES,384,2026-07-25 13:27:14.365483,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Prediction_Asset_Index_V1.0.csv,YES,609,2026-07-25 13:03:45.780093,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Prediction_Layer_Final_Asset_Register_V1.0.csv,YES,170,2026-07-25 13:06:04.639112,PENDING_REVIEW
E:\football_v\10_GOVERNANCE_LAYER\registry\Unused_Asset_Register_V1.0.csv,YES,27443,2026-07-25 14:11:05.398914,PENDING_REVIEW
E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py,YES,157,2026-07-23 20:11:25.204663,PENDING_REVIEW
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py,YES,240,2026-07-22 16:50:45.878770,PENDING_REVIEW
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py,YES,241,2026-07-22 16:50:45.878770,PENDING_REVIEW
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\registry\market_registry.json,YES,204,2026-07-22 16:50:45.878770,PENDING_REVIEW
E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py,YES,233,2026-07-22 16:53:31.608673,PENDING_REVIEW
E:\football_v\11_AI_ORCHESTRATION_LAYER\registry\orchestration_registry.json,YES,408,2026-07-22 16:53:31.613135,PENDING_REVIEW
E:\football_v\11_System_Intelligence\reports\phase3_4_decision_fusion_report.json,YES,85,2026-07-21 20:01:39.585801,PENDING_REVIEW
E:\football_v\11_System_Intelligence\tests\test_phase3_4_decision_fusion.py,YES,256,2026-07-21 20:01:39.585801,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\decision_fusion.cpython-312.pyc,YES,865,2026-07-21 20:01:40.139778,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\elo_engine.cpython-312.pyc,YES,683,2026-07-21 20:46:20.478040,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\elo_trainer.cpython-312.pyc,YES,490,2026-07-21 20:51:21.088250,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\intelligence_fusion_engine.cpython-312.pyc,YES,681,2026-07-21 20:01:40.139778,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\model_adjustment_engine.cpython-312.pyc,YES,508,2026-07-21 20:51:21.088250,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\model_fusion_core.cpython-312.pyc,YES,620,2026-07-21 20:46:20.480037,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\model_optimizer.cpython-312.pyc,YES,1224,2026-07-21 20:07:45.140550,PENDING_REVIEW
E:\football_v\11_System_Intelligence\__pycache__\probability_fusion_engine.cpython-312.pyc,YES,953,2026-07-21 20:43:39.875888,PENDING_REVIEW
E:\football_v\11_System_Intelligence\tests\__pycache__\test_phase3_4_decision_fusion.cpython-312-pytest-9.1.1.pyc,YES,1275,2026-07-21 20:01:40.139778,PENDING_REVIEW
E:\football_v\12_API_LAYER\reports\real_model_runtime_report.json,YES,905,2026-07-23 20:59:44.309015,PENDING_REVIEW
E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py,YES,235,2026-07-22 16:58:03.502945,PENDING_REVIEW
E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\registry\learning_registry.json,YES,342,2026-07-22 16:58:03.502945,PENDING_REVIEW
E:\football_v\13_REPORT_INTELLIGENCE_LAYER\model_report\model_report.py,YES,230,2026-07-22 17:02:17.676022,PENDING_REVIEW
E:\football_v\13_REPORT_INTELLIGENCE_LAYER\registry\report_registry.json,YES,336,2026-07-22 17:02:17.691581,PENDING_REVIEW
E:\football_v\14_SYSTEM_MONITORING_LAYER\model_monitor\model_checker.py,YES,300,2026-07-22 17:19:53.566704,PENDING_REVIEW
E:\football_v\14_SYSTEM_MONITORING_LAYER\registry\monitoring_registry.json,YES,290,2026-07-22 17:19:53.582325,PENDING_REVIEW
E:\football_v\15_API_INTEGRATION_LAYER\registry\api_registry.json,YES,272,2026-07-22 17:24:43.925829,PENDING_REVIEW
E:\football_v\16_DATABASE_GOVERNANCE_LAYER\migration_engine\registry\migration_registry.json,YES,125,2026-07-22 21:34:48.725459,PENDING_REVIEW
E:\football_v\16_DATABASE_GOVERNANCE_LAYER\validation_engine\registry\validation_registry.json,YES,116,2026-07-22 21:38:48.437893,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\config\model_store_config.json,YES,313,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_artifact_manager\model_artifact_manager_V1.0.py,YES,111,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_cache_manager\model_cache_manager_V1.0.py,YES,168,2026-07-22 21:48:17.076913,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_deployment_manager\model_deployment_manager_V1.0.py,YES,239,2026-07-22 21:48:17.079016,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_loader\model_loader_V1.0.py,YES,412,2026-07-22 21:48:17.073564,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_metrics_manager\model_metrics_manager_V1.0.py,YES,110,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_parameter_manager\model_parameter_manager_V1.0.py,YES,112,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_registry\model_registry_V1.0.py,YES,984,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_registry\registry.json,YES,276,2026-07-22 21:46:44.328013,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_validator\model_validator_V1.0.py,YES,209,2026-07-22 21:48:17.075912,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\model_version_manager\model_version_manager_V1.0.py,YES,173,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\reports\model_store_batch_01_deployment_report.json,YES,162,2026-07-22 21:46:44.261218,PENDING_REVIEW
E:\football_v\17_MODEL_STORE_LAYER\reports\model_store_batch_02_deployment_report.json,YES,162,2026-07-22 21:48:17.079908,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\batch_predictor\batch_predictor_V1.0.py,YES,101,2026-07-22 21:52:07.978154,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\confidence_engine\confidence_engine_V1.0.py,YES,90,2026-07-22 21:53:26.394582,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\config\execution_config.json,YES,280,2026-07-22 21:50:11.251899,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\config\execution_runtime_config.json,YES,246,2026-07-28 00:16:33.956257,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\execution_monitor\execution_monitor_V1.0.py,YES,90,2026-07-22 21:53:26.394582,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.0.py,YES,1405,2026-07-26 11:23:20.068974,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.2.py,YES,2535,2026-07-26 12:15:03.191869,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.3.py,YES,2660,2026-07-26 12:22:30.536393,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\fusion_engine_V1_2.py,YES,1489,2026-07-26 12:28:25.253818,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__init__.py,YES,0,2026-07-26 12:30:24.858748,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_adapter_V1.2.py,YES,784,2026-07-26 12:10:15.568561,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_loader_V1.0.py,YES,1160,2026-07-26 11:24:32.470790,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_runner_V1.2.py,YES,448,2026-07-26 12:11:45.533742,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\output_manager\output_manager_V1.0.py,YES,1118,2026-07-26 11:54:37.646860,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.0.py,YES,1130,2026-07-26 11:57:41.059910,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.2.py,YES,1238,2026-07-26 12:29:11.241529,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_scheduler\prediction_scheduler_V1.0.py,YES,106,2026-07-22 21:52:07.978154,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\reports\execution_engine_batch_01_deployment_report.json,YES,167,2026-07-22 21:50:11.269003,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\risk_engine\risk_engine_V1.0.py,YES,84,2026-07-22 21:53:26.394582,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\test_execution_engine.py,YES,127,2026-07-28 00:15:56.225059,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\test_fusion_engine.py,YES,41,2026-07-28 00:15:56.226055,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\test_prediction_pipeline.py,YES,43,2026-07-28 00:15:56.225059,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\__pycache__\fusion_engine.cpython-312.pyc,YES,512,2026-07-26 11:56:33.145317,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\__pycache__\module.cpython-312.pyc,YES,734,2026-07-28 00:18:17.879693,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\__pycache__\__init__.cpython-312.pyc,YES,148,2026-07-28 00:24:18.857463,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\archive\fusion_engine\fusion_engine_V1.0.py,YES,749,2026-07-26 11:51:24.941621,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\archive\fusion_engine\fusion_engine_v1.py,YES,338,2026-07-26 11:56:24.750423,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__pycache__\fusion_engine_V1.0.cpython-312.pyc,YES,868,2026-07-26 11:57:06.034184,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__pycache__\fusion_engine_V1_2.cpython-312.pyc,YES,1509,2026-07-26 12:32:24.582090,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\__pycache__\__init__.cpython-312.pyc,YES,162,2026-07-26 12:31:06.771000,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\__pycache__\test_execution_engine.cpython-312-pytest-9.1.1.pyc,YES,1129,2026-07-28 00:17:14.141007,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\__pycache__\test_fusion_engine.cpython-312-pytest-9.1.1.pyc,YES,631,2026-07-28 00:17:14.440952,PENDING_REVIEW
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\__pycache__\test_prediction_pipeline.cpython-312-pytest-9.1.1.pyc,YES,639,2026-07-28 00:17:14.440952,PENDING_REVIEW
E:\football_v\19_API_LAYER\api_registry\api_registry_V1.0.py,YES,85,2026-07-22 21:53:26.410444,PENDING_REVIEW
E:\football_v\19_API_LAYER\model_api\model_api_V1.0.py,YES,82,2026-07-22 21:53:26.394582,PENDING_REVIEW
E:\football_v\20_DASHBOARD_LAYER\model_dashboard\model_dashboard_V1.0.py,YES,88,2026-07-22 21:53:26.410444,PENDING_REVIEW
E:\football_v\21_PRODUCT_PACKAGE\version_registry\version_registry_V1.0.py,YES,89,2026-07-22 21:53:26.410444,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\backtest_connector\backtest_connector_V2.0.py,YES,145,2026-07-22 23:35:57.971276,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\dataset_manager\dataset_manager_V2.0.py,YES,178,2026-07-22 23:35:57.947734,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\evaluation_engine\evaluation_engine_V2.0.py,YES,141,2026-07-22 23:35:57.969883,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\feature_loader\feature_loader_V2.0.py,YES,134,2026-07-22 23:35:57.968202,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\model_trainer\model_trainer_V2.0.py,YES,146,2026-07-22 23:35:57.969883,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\registry\model_version_registry.json,YES,195,2026-07-22 23:35:57.971276,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\reports\training_engine_activation_report.json,YES,115,2026-07-22 23:35:57.972309,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\tests\test_training_engine_V2.0.py,YES,164,2026-07-22 23:35:57.973286,PENDING_REVIEW
E:\football_v\23_MODEL_TRAINING_ENGINE\training_pipeline\training_pipeline_V2.0.py,YES,145,2026-07-22 23:35:57.969149,PENDING_REVIEW
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\dixon_coles_predictor.py,YES,121,2026-07-22 23:34:21.054417,PENDING_REVIEW
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\elo_predictor.py,YES,106,2026-07-22 23:34:21.054417,PENDING_REVIEW
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\poisson_predictor.py,YES,114,2026-07-22 23:34:21.054417,PENDING_REVIEW
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\xgboost_predictor.py,YES,114,2026-07-22 23:34:21.054417,PENDING_REVIEW
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\registry\prediction_registry.json,YES,94,2026-07-22 23:34:21.054417,PENDING_REVIEW
E:\football_v\25_BACKTEST_ENGINE\registry\backtest_registry.json,YES,74,2026-07-22 23:37:58.226362,PENDING_REVIEW
E:\football_v\26_AUTOMATION_LAYER\registry\automation_registry.json,YES,75,2026-07-22 23:37:58.246745,PENDING_REVIEW
E:\football_v\27_MODEL_FUSION_ENGINE\registry\27_MODEL_FUSION_ENGINE_registry.json,YES,94,2026-07-22 23:41:41.487389,PENDING_REVIEW
E:\football_v\27_MODEL_FUSION_ENGINE\registry\fusion_registry.json,YES,78,2026-07-22 23:39:59.212184,PENDING_REVIEW
E:\football_v\28_PROBABILITY_CALIBRATION_ENGINE\registry\28_PROBABILITY_CALIBRATION_ENGINE_registry.json,YES,105,2026-07-22 23:41:41.489386,PENDING_REVIEW
E:\football_v\28_PROBABILITY_CALIBRATION_ENGINE\registry\calibration_registry.json,YES,63,2026-07-22 23:39:59.212184,PENDING_REVIEW
E:\football_v\29_DECISION_ENGINE\registry\29_DECISION_ENGINE_registry.json,YES,90,2026-07-22 23:41:41.491407,PENDING_REVIEW
E:\football_v\29_DECISION_ENGINE\registry\decision_registry.json,YES,55,2026-07-22 23:39:59.212184,PENDING_REVIEW
E:\football_v\30_MARKET_GAME_ENGINE\registry\30_MARKET_GAME_ENGINE_registry.json,YES,93,2026-07-22 23:41:41.491407,PENDING_REVIEW
E:\football_v\30_MARKET_GAME_ENGINE\registry\market_registry.json,YES,58,2026-07-22 23:39:59.212184,PENDING_REVIEW
E:\football_v\31_SELF_LEARNING_ENGINE\registry\learning_registry.json,YES,53,2026-07-22 23:39:59.212184,PENDING_REVIEW
E:\football_v\32_PRODUCTION_ORCHESTRATOR\registry\32_PRODUCTION_ORCHESTRATOR_registry.json,YES,98,2026-07-22 23:41:41.491407,PENDING_REVIEW
E:\football_v\32_PRODUCTION_ORCHESTRATOR\registry\production_registry.json,YES,63,2026-07-22 23:39:59.228964,PENDING_REVIEW
E:\football_v\37_MODEL_INTELLIGENCE_CONNECTOR\registry\37_MODEL_INTELLIGENCE_CONNECTOR_registry.json,YES,101,2026-07-22 23:44:42.150769,PENDING_REVIEW
E:\football_v\38_HANDICAP_VALUE_ENGINE\registry\38_HANDICAP_VALUE_ENGINE_registry.json,YES,94,2026-07-22 23:44:42.153763,PENDING_REVIEW
E:\football_v\39_MARKET_SENTIMENT_ENGINE\registry\39_MARKET_SENTIMENT_ENGINE_registry.json,YES,96,2026-07-22 23:44:42.156996,PENDING_REVIEW
E:\football_v\40_MATCH_PREDICTION_ENGINE\registry\40_MATCH_PREDICTION_ENGINE_registry.json,YES,96,2026-07-22 23:44:42.160865,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\config\training_config_V4.0.json,YES,831,2026-07-23 14:41:47.002069,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\reports\TRAINING_EXECUTION_STATUS_V4.0.json,YES,691,2026-07-23 14:48:37.542864,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\dixon_coles_trainer_V4.0.py,YES,256,2026-07-23 14:44:59.925240,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\elo_trainer_V4.0.py,YES,1617,2026-07-23 14:57:46.964384,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\fusion_trainer_V4.0.py,YES,249,2026-07-23 14:44:59.925240,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\poisson_trainer_V4.0.py,YES,248,2026-07-23 14:44:59.925240,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\train_all_models_V4.0.json,YES,280,2026-07-23 14:44:59.925240,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\train_all_models_V4.0.py,YES,1872,2026-07-23 14:48:37.433614,PENDING_REVIEW
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\xgboost_trainer_V4.0.py,YES,248,2026-07-23 14:44:59.925240,PENDING_REVIEW
E:\football_v\50_MODEL_REGISTRY\models\elo_model_V4.0.json,YES,146,2026-07-23 14:57:48.144390,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture\Football_AI_OS_Development_Roadmap_V1.2.md,YES,5799,2026-07-20 15:58:31.865555,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_FINAL_MAPPING_REPORT_V1.0.md,YES,1954,2026-07-27 23:33:27.216614,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-028_Core_Service_Fusion_Final.txt,YES,471,2026-07-20 14:05:46.068443,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-039_Data_Source_Registry_V1.1.txt,YES,329,2026-07-20 16:58:55.383892,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-047_Football_AI_OS_Enterprise_Development_Plan_V1.5.txt,YES,5324,2026-07-20 19:46:28.820673,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-050_Elo_Model_Migration_Validation_V1.0.txt,YES,968,2026-07-27 23:51:01.907940,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-056_AI_Model_Engine_Framework_V1.0.txt,YES,526,2026-07-20 19:03:35.780432,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint_MODEL_LAYER_ELO_MIGRATION_V1.0.txt,YES,526,2026-07-27 23:54:49.112164,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Elo_Model_Migration_V1.0.py,YES,6592,2026-07-27 10:26:41.333465,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Report.json,YES,269,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\FINAL_RELEASE_V4.0\MODEL_WEIGHT_CONFIG_V4.0.json,YES,371,2026-07-23 14:31:15.393767,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\FINAL_SYSTEM_COMPLETION_V4.0\MODEL_REGISTRY_V4.0.json,YES,174,2026-07-23 14:37:51.589838,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\FINAL_SYSTEM_COMPLETION_V4.0\MODEL_TRAINING_ENV_V4.0.json,YES,183,2026-07-23 14:37:51.589838,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\fusion_result_V4.0.json,YES,317,2026-07-23 14:32:45.214422,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\model_output_V4.0.json,YES,258,2026-07-23 14:32:45.214422,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_TOP200.txt,YES,19601,2026-07-28 20:10:24.392246,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt,YES,9946251,2026-07-28 20:14:33.950869,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,YES,48273917,2026-07-28 19:56:27.785392,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_SUMMARY_V1.0.txt,YES,17969704,2026-07-28 19:58:45.398457,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_TO_OMEGA_V3.2_DIFF_REPORT_V1.0.txt,YES,1171,2026-07-28 20:15:39.431190,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\LEGACY_MODEL_LIST.csv,YES,3724,2026-07-27 23:45:18.993778,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\MODEL_LAYER_MIGRATION_STATUS_V1.0.md,YES,687,2026-07-27 23:44:52.354353,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\migration\OMEGA_MODEL_LIST.csv,YES,229,2026-07-27 23:45:07.280882,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Migration_Plan\Football_AI_OS_ELO_Migration_Design_V1.0.md,YES,3547,2026-07-27 10:04:11.695950,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\DATABASE_LOCATION_V4.0.json,YES,419,2026-07-23 14:59:40.631675,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\DB_ARCHITECTURE_SCAN_V4.0.txt,YES,18391,2026-07-23 15:08:45.324500,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\FOOTBALL_V_DATA_SCAN_V4.0.txt,YES,42415,2026-07-23 15:03:49.898118,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\FULL_SYSTEM_SCAN_V4.0.txt,YES,163354,2026-07-23 15:33:20.073734,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\MODEL_DATA_SNAPSHOT_V4.0.json,YES,278,2026-07-23 14:51:14.078750,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,YES,571564,2026-07-27 21:32:35.275038,PENDING_REVIEW
