FILE,STATUS,TARGET,DELETE_DECISION
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\__pycache__\test_fusion_engine.cpython-312-pytest-9.1.1.pyc,TEST_KEEP,,PENDING
E:\football_v\18_MODEL_EXECUTION_ENGINE\tests\__pycache__\test_prediction_pipeline.cpython-312-pytest-9.1.1.pyc,TEST_KEEP,,PENDING
E:\football_v\19_API_LAYER\api_registry\api_registry_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\19_API_LAYER\model_api\model_api_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\20_DASHBOARD_LAYER\model_dashboard\model_dashboard_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\21_PRODUCT_PACKAGE\version_registry\version_registry_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\backtest_connector\backtest_connector_V2.0.py,TEST_KEEP,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\dataset_manager\dataset_manager_V2.0.py,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\evaluation_engine\evaluation_engine_V2.0.py,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\feature_loader\feature_loader_V2.0.py,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\model_trainer\model_trainer_V2.0.py,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\registry\model_version_registry.json,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\reports\training_engine_activation_report.json,NEED_REVIEW,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\tests\test_training_engine_V2.0.py,TEST_KEEP,,PENDING
E:\football_v\23_MODEL_TRAINING_ENGINE\training_pipeline\training_pipeline_V2.0.py,NEED_REVIEW,,PENDING
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\dixon_coles_predictor.py,NEED_REVIEW,,PENDING
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\elo_predictor.py,NEED_REVIEW,,PENDING
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\poisson_predictor.py,NEED_REVIEW,,PENDING
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\xgboost_predictor.py,NEED_REVIEW,,PENDING
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\registry\prediction_registry.json,NEED_REVIEW,,PENDING
E:\football_v\25_BACKTEST_ENGINE\registry\backtest_registry.json,TEST_KEEP,,PENDING
E:\football_v\26_AUTOMATION_LAYER\registry\automation_registry.json,NEED_REVIEW,,PENDING
E:\football_v\27_MODEL_FUSION_ENGINE\registry\27_MODEL_FUSION_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\27_MODEL_FUSION_ENGINE\registry\fusion_registry.json,NEED_REVIEW,,PENDING
E:\football_v\28_PROBABILITY_CALIBRATION_ENGINE\registry\28_PROBABILITY_CALIBRATION_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\28_PROBABILITY_CALIBRATION_ENGINE\registry\calibration_registry.json,NEED_REVIEW,,PENDING
E:\football_v\29_DECISION_ENGINE\registry\29_DECISION_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\29_DECISION_ENGINE\registry\decision_registry.json,NEED_REVIEW,,PENDING
E:\football_v\30_MARKET_GAME_ENGINE\registry\30_MARKET_GAME_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\30_MARKET_GAME_ENGINE\registry\market_registry.json,NEED_REVIEW,,PENDING
E:\football_v\31_SELF_LEARNING_ENGINE\registry\learning_registry.json,NEED_REVIEW,,PENDING
E:\football_v\32_PRODUCTION_ORCHESTRATOR\registry\32_PRODUCTION_ORCHESTRATOR_registry.json,NEED_REVIEW,,PENDING
E:\football_v\32_PRODUCTION_ORCHESTRATOR\registry\production_registry.json,NEED_REVIEW,,PENDING
E:\football_v\37_MODEL_INTELLIGENCE_CONNECTOR\registry\37_MODEL_INTELLIGENCE_CONNECTOR_registry.json,NEED_REVIEW,,PENDING
E:\football_v\38_HANDICAP_VALUE_ENGINE\registry\38_HANDICAP_VALUE_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\39_MARKET_SENTIMENT_ENGINE\registry\39_MARKET_SENTIMENT_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\40_MATCH_PREDICTION_ENGINE\registry\40_MATCH_PREDICTION_ENGINE_registry.json,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\config\training_config_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\reports\TRAINING_EXECUTION_STATUS_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\dixon_coles_trainer_V4.0.py,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\elo_trainer_V4.0.py,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\fusion_trainer_V4.0.py,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\poisson_trainer_V4.0.py,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\train_all_models_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\train_all_models_V4.0.py,NEED_REVIEW,,PENDING
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\xgboost_trainer_V4.0.py,NEED_REVIEW,,PENDING
E:\football_v\50_MODEL_REGISTRY\models\elo_model_V4.0.json,PRODUCTION_REGISTRY_KEEP,,PENDING
E:\football_v\99_DOCUMENTATION\architecture\Football_AI_OS_Development_Roadmap_V1.2.md,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_FINAL_MAPPING_REPORT_V1.0.md,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-028_Core_Service_Fusion_Final.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-039_Data_Source_Registry_V1.1.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-047_Football_AI_OS_Enterprise_Development_Plan_V1.5.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-050_Elo_Model_Migration_Validation_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint-056_AI_Model_Engine_Framework_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Checkpoint_MODEL_LAYER_ELO_MIGRATION_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Elo_Model_Migration_V1.0.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Report.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\FINAL_RELEASE_V4.0\MODEL_WEIGHT_CONFIG_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\FINAL_SYSTEM_COMPLETION_V4.0\MODEL_REGISTRY_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\FINAL_SYSTEM_COMPLETION_V4.0\MODEL_TRAINING_ENV_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\fusion_result_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\FIRST_REAL_PREDICTION_TEST_V4.0\model_output_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_TOP200.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_SUMMARY_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_REPORT_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_SCAN_SUMMARY_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\ELO_LEGACY_TO_OMEGA_V3.2_DIFF_REPORT_V1.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\LEGACY_MODEL_LIST.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\MODEL_LAYER_MIGRATION_STATUS_V1.0.md,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\migration\OMEGA_MODEL_LIST.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Migration_Plan\Football_AI_OS_ELO_Migration_Design_V1.0.md,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\DATABASE_LOCATION_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\DB_ARCHITECTURE_SCAN_V4.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\FOOTBALL_V_DATA_SCAN_V4.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\FULL_SYSTEM_SCAN_V4.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_DATA_SNAPSHOT_V4.0\MODEL_DATA_SNAPSHOT_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_TRAINING_READY_V4.0\MODEL_TRAINING_READY_CHECKPOINT_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\MODEL_TRAINING_READY_V4.0\TRAINING_ENGINE_CHECKPOINT_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\reports\FEATURE_MODEL_DEPLOYMENT_V1.0_REPORT.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_MODEL_LAYER_V2.3_REAL_REPORT.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\reports\MODEL_MIGRATION_V1.1_REPORT.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\MODEL_ASSET_SCAN_V4.0.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\V4_RUNTIME_VALIDATION_V4.0\model_validation_V4.0.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\elo_loader.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_registry.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runner.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runtime.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_api.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_connector.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_executor.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_manager.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_registry.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_runner.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_status.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_update.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_validator.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_version_manager.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_weight_loader.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\poisson_loader.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_registry.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_model_store.py,TEST_KEEP,,PENDING
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\xgboost_loader.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\Legacy_ModelLayer_TREE.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\MODEL_CONFIG_INDEX.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\Omega_ModelLayer_TREE.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\PYTHON_MODEL_INDEX.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\REGISTRY_INDEX.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\ROOT_STRUCTURE.txt,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\feature_store_connector.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_interface.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_loader.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_registry.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_runtime.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\backtest_engine.py,TEST_KEEP,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\model_accuracy_report.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\prediction_tracker.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\roi_analyzer.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\config\model_config.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\fusion\fusion_engine.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\fusion\probability_calculator.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\dixon_coles_model.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\elo_model.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\poisson_model.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\xgboost_model.py,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\reports\model_layer_report.json,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,TEST_KEEP,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\test_elo_model_migration.py,TEST_KEEP,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\__pycache__\model_interface.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\__pycache__\elo_model.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\__pycache__\test_elo_model_migration.cpython-312-pytest-9.1.1.pyc,TEST_KEEP,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_1_Python_Asset\Python_Class_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_1_Python_Asset\Python_Function_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_2_Function_Registry\Function_Capability_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_2_Function_Registry\Keyword_Discovery_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_2_Function_Registry\Module_Capability_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_3_Call_Graph\Call_Graph_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_4_Database_Registry\Database_Asset_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_4_Database_Registry\Database_SQL_Discovery_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_4_Database_Registry\Database_Table_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_5_Model_Registry\Model_Asset_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_5_Model_Registry\Model_Code_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_5_Model_Registry\Model_Lifecycle_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_6_Feature_Registry\Feature_Asset_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_6_Feature_Registry\Feature_Code_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_6_Feature_Registry\Feature_Data_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_7_Runtime_Registry\Entry_Runtime_Flow_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_7_Runtime_Registry\Prediction_Decision_Map_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_7_Runtime_Registry\Runtime_Asset_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_8_Status_Registry\Asset_Status_Registry_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_8_Status_Registry\Migration_Precheck_Report_V1.0.csv,NEED_REVIEW,,PENDING
E:\football_v\AI_RUNTIME\__pycache__\model_connector.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\AI_RUNTIME\__pycache__\model_fusion.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\AI_RUNTIME\__pycache__\model_outputs.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\AI_RUNTIME\__pycache__\model_runtime_connector.cpython-312.pyc,NEED_REVIEW,,PENDING
E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.10_OPTIMIZATION_ALL.ps1,NEED_REVIEW,,PENDING
E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.11_FEEDBACK_LOOP_ALL.ps1,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\dixon_coles_data.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\elo_engine_data.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\model_data_registry_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\poisson_engine_data.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles_history_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Elo\elo_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_history_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_engine.py,NEED_REVIEW,,PENDING
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_v2_engine.py,NEED_REVIEW,,PENDING
