file,classes,keywords,functions
E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py,CFConst,evaluate,_load_cdll|_handle_osstatus|_bytes_to_cf_data_ref|_bytes_to_cf_string|_cf_string_ref_to_str|_der_certs_to_cf_cert_array|_configure_context|_verify_peercerts_impl|_verify_peercerts_impl_macos_10_13|_verify_peercerts_impl_macos_10_14
E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py,CERT_CONTEXT|CERT_ENHKEY_USAGE|CERT_USAGE_MATCH|CERT_CHAIN_PARA|CERT_TRUST_STATUS|CERT_CHAIN_ELEMENT|CERT_SIMPLE_CHAIN|CERT_CHAIN_CONTEXT|SSL_EXTRA_CERT_CHAIN_POLICY_PARA|CERT_CHAIN_POLICY_PARA|CERT_CHAIN_POLICY_STATUS|CERT_CHAIN_ENGINE_CONFIG,train,_handle_win_error|_verify_peercerts_impl|_get_and_verify_cert_chain|_verify_using_custom_ca_certs|_configure_context
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py,HTTPConnection|HTTPSConnection|DummyConnection|BaseSSLError|ConnectionError|BrokenPipeError,elo,_match_hostname|_get_default_user_agent|__init__|host|host|_new_conn|_is_using_tunnel|_prepare_conn|connect|putrequest|putheader|request|request_chunked|__init__|set_cert|connect|_connect_tls_proxy
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py,ConnectionPool|HTTPConnectionPool|HTTPSConnectionPool,elo,connection_from_url|_normalize_host|_close_pool_connections|__init__|__str__|__enter__|__exit__|close|__init__|_new_conn|_get_conn|_put_conn|_validate_conn|_prepare_proxy|_get_timeout|_raise_timeout|_make_request|_absolute_url|close|is_same_host|urlopen|__init__|_prepare_conn|_prepare_proxy|_new_conn|_validate_conn|_is_ssl_error_message_from_http_proxy
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py,DeflateDecoder|GzipDecoderState|GzipDecoder|MultiDecoder|HTTPResponse|BrotliDecoder,elo|fit,_get_decoder|__init__|__getattr__|decompress|__init__|__getattr__|decompress|__init__|flush|decompress|__init__|get_redirect_location|release_conn|drain_conn|data|connection|isclosed|tell|_init_length|_init_decoder|_decode|_flush_decoder|_error_catcher|_fp_read|read|stream|from_httplib|getheaders|getheader|info|close|closed|fileno|flush|readable|readinto|supports_chunked_reads|_update_chunk_length|_handle_chunk|read_chunked|geturl|__iter__|__init__|flush
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py,WrappedSocket|SecureTransportContext,evaluate|fit,inject_into_urllib3|extract_from_urllib3|_read_callback|_write_callback|__init__|_raise_on_error|_set_ciphers|_set_alpn_protocols|_custom_validate|_evaluate_trust|handshake|fileno|_decref_socketios|recv|recv_into|settimeout|gettimeout|send|sendall|shutdown|close|getpeercert|version|_reuse|_drop|makefile|makefile|__init__|check_hostname|check_hostname|options|options|verify_mode|verify_mode|set_default_verify_paths|load_default_certs|set_ciphers|load_verify_locations|load_cert_chain|set_alpn_protocols|wrap_socket
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py,,elo,is_appengine|is_appengine_sandbox|is_local_appengine|is_prod_appengine|is_prod_appengine_mvms
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py,CFConst|SecurityConst,elo|evaluate|fit,load_cdll
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py,_LazyDescr|MovedModule|_LazyModule|MovedAttribute|_SixMetaPathImporter|_MovedItems|Module_six_moves_urllib_parse|Module_six_moves_urllib_error|Module_six_moves_urllib_request|Module_six_moves_urllib_response|Module_six_moves_urllib_robotparser|Module_six_moves_urllib|Iterator|metaclass|X,elo|fit|pickle,_add_doc|_import_module|add_move|remove_move|assertCountEqual|assertRaisesRegex|assertRegex|assertNotRegex|with_metaclass|add_metaclass|ensure_binary|ensure_str|ensure_text|python_2_unicode_compatible|__init__|__get__|__init__|_resolve|__getattr__|__init__|__dir__|__init__|_resolve|__init__|_add_module|_get_module|find_module|find_spec|__get_module|load_module|is_package|get_code|create_module|exec_module|__dir__|get_unbound_function|create_unbound_method|get_unbound_function|create_bound_method|create_unbound_method|iterkeys|itervalues|iteritems|iterlists|iterkeys|itervalues|iteritems|iterlists|b|u|b|u|byte2int|indexbytes|reraise|exec_|raise_from|print_|print_|_update_wrapper|wraps|wrapper|advance_iterator|callable|next|write|__new__|__prepare__|__len__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py,weakref_finalize|_Info,evaluate|registry,__init__|__call__|detach|peek|alive|atexit|atexit|__repr__|_select_for_exit|_exitfunc
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py,_RetryMeta|Retry,train,DEFAULT_METHOD_WHITELIST|DEFAULT_METHOD_WHITELIST|DEFAULT_REDIRECT_HEADERS_BLACKLIST|DEFAULT_REDIRECT_HEADERS_BLACKLIST|BACKOFF_MAX|BACKOFF_MAX|__init__|new|from_int|get_backoff_time|parse_retry_after|get_retry_after|sleep_for_retry|_sleep_backoff|sleep|_is_connection_error|_is_read_error|_is_method_retryable|is_retry|is_exhausted|increment|__repr__|__getattr__
E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py,SSLContext,elo,_const_compare_digest_backport|assert_fingerprint|resolve_cert_reqs|resolve_ssl_version|create_urllib3_context|ssl_wrap_socket|is_ipaddress|_is_key_file_encrypted|_ssl_wrap_socket_impl|disable_check_hostname|__init__|load_cert_chain|load_verify_locations|set_ciphers|wrap_socket
E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\duplicate_checker.py,,registry,check_duplicate
E:\football_v\00_System_OS\01_DATA_LAYER\import_pipeline\importer.py,,registry,import_file
E:\football_v\00_System_OS\01_DATA_LAYER\market\bookmaker_manager.py,,registry,register_bookmakers
E:\football_v\00_System_OS\01_DATA_LAYER\market\market_type_manager.py,,registry,init_market_types
E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_checker.py,,registry,check_required_fields|calculate_hash|check_duplicate_hash|run_basic_check
E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py,,evaluate,calculate_level|save_quality_score|save_alert|evaluate_data
E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py,,registry,create_data_id|register_data
E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py,,elo,init_quality_rules
E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py,,registry,init_registry_tables
E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_registry_flow.py,,registry,run_test
E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_classifier\architecture_classifier_V1.0.py,,model,classify
E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\tests\test_architecture_cleanup_V1.0.py,,registry,
E:\football_v\00_System_OS\Bootstrap\bootstrap.py,,registry,check_environment|build_structure|initialize_modules|generate_report|main
E:\football_v\00_System_OS\DEPLOYMENT_QUALITY_CHECKER\deployment_quality_checker_V1.0.py,,model,check
E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py,,registry,load_json|save_json|get_target_folder|run
E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py,,registry,load_json|save_json|compare_assets|run
E:\football_v\00_System_OS\File_Manager\hash\duplicate_detector.py,,registry,load_registry|detect_duplicates|save_report
E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py,,registry,load_json|save_json|process_asset|run
E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py,,registry,load_registry|update_lifecycle|save_report
E:\football_v\00_System_OS\File_Manager\registry\file_registry_v11.py,,registry,load_registry|upgrade_asset|upgrade
E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py,,model|registry,calculate_hash|classify_file|scan_files|save_results
E:\football_v\00_System_OS\File_Manager\version\version_manager.py,,registry,load_json|save_json|create_version|run
E:\football_v\00_System_OS\integration_test\test_api_pipeline.py,,model|predict,
E:\football_v\00_System_OS\integration_test\test_dashboard.py,,model|predict,
E:\football_v\00_System_OS\integration_test\test_database_connection.py,,model,
E:\football_v\00_System_OS\integration_test\test_model_pipeline.py,,XGB|dixon|elo|model|poisson|xgboost,
E:\football_v\00_System_OS\registry\dependency_engine.py,,registry,load|resolve|visit
E:\football_v\00_System_OS\registry\registry_api.py,,registry,load_modules|get_module|list_modules
E:\football_v\00_System_OS\registry\registry_manager.py,,registry,save|load|register
E:\football_v\00_System_OS\registry\registry_scanner.py,,registry,load|save|scan
E:\football_v\00_System_OS\RELEASE_VALIDATION\dependency_checker\dependency_checker_V1.0.py,,model,run
E:\football_v\00_System_OS\SYSTEM_HEALTH_MONITOR\system_health_monitor_V1.0.py,,model,
E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_phase3_2_memory_bridge.py,,predict,write_file|main
E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_v15_phase1.py,,predict,create
E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_v15_phase1_patch.py,,predict,
E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_v15_phase2.py,,elo|model|predict,deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.0_V1.4.py,,XGB|dixon|elo|model|poisson|xgboost,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.2.py,,model,create_folder|create_file|create_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.3_V1.4.py,,model,create_folder|create_file|create_json|deploy_start|create_auto_upgrade_manager|create_optimization_history|create_rollback_manager|create_release_validator|create_evolution_memory|create_upgrade_history_repository|create_model_change_tracker|create_knowledge_snapshot|create_upgrade_config|create_autonomous_test|create_checkpoint|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.5_V1.6.py,,evaluate|model,create_folder|create_file|create_json|deploy_start|create_adaptive_parameter_learning|create_parameter_effect_analyzer|create_dynamic_weight_adjuster|create_learning_cycle_manager|create_evolution_controller|create_upgrade_policy_manager|create_risk_gate|create_human_dashboard_api|create_evolution_upgrade_config|create_evolution_full_test|create_v16_checkpoint|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.7_V1.8.py,,evaluate,create_folder|create_file|create_json|deploy_start|create_multi_cycle_learning_engine|create_weekly_evolution_analyzer|create_monthly_performance_analyzer|create_learning_effect_tracker|create_evolution_intelligence_engine|create_strategy_evolution_manager|create_knowledge_graph_builder|create_evolution_report_generator|create_evolution_intelligence_config|create_v18_full_test|create_v18_checkpoint|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.9_V2.0.py,,evaluate|model,create_evolution_governance_manager|create_model_evolution_audit|create_change_approval_center|create_evolution_compliance_checker|create_ai_evolution_supervisor|create_system_evolution_dashboard|create_evolution_strategy_optimizer|create_evolution_supervisor_config|create_v20_full_test|create_evolution_supervisor_report|create_v20_checkpoint|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.1_V2.2_BATCH.py,,model,create_folder|create_file|create_json|deploy_start|create_v21_modules|create_v22_modules|create_v21_v22_config|create_batch_test|create_report|create_checkpoint|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.3_V2.4_BATCH.py,,predict,create_folder|create_file|create_json|deploy_start|create_v23_modules|create_v24_modules|create_config|create_report|create_checkpoint|create_test|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.5_V2.6_BATCH.py,,predict,create_folder|create_file|create_json|deploy_start|create_v25_modules|create_v26_modules|create_config|create_report|create_checkpoint|create_test|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.7_V2.8_BATCH.py,,predict,ensure_dir|write_file|write_json|deploy_start|deploy_v27|deploy_v28|deploy_human_approval_gate|create_configs|create_test_file|create_checkpoint|create_report|run_test|show_tree|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.9_V3.0_BATCH.py,,evaluate|predict,ensure_dir|write_file|write_json|self_validation|deploy_start|deploy_v29|deploy_v30|create_configs|create_test|compile_check|create_checkpoint|create_report|run_test|show_tree|human_gate|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_core_V1.0.py,,XGB|dixon|elo|evaluate|model|poisson|predict|registry|train|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py,,XGB|elo|evaluate|model|poisson|predict|registry|train|xgboost,add_test
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py,,XGB|dixon|elo|model|poisson|predict|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py,,XGB|dixon|dixon_coles|elo|model|poisson|predict|xgboost,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py,,evaluate|fit|model|predict,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py,,XGB|dixon|elo|model|poisson|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py,,XGB|dixon|elo|model|poisson|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py,,XGB|dixon|elo|model|poisson|xgboost,add_test
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py,,fit|model|predict|registry,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py,,XGB|dixon|elo|model|poisson|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py,,XGB|dixon|elo|model|poisson|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py,,XGB|dixon|elo|model|poisson|registry|xgboost,add
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py,,XGB|dixon|dixon_coles|elo|model|poisson|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py,,XGB|dixon|elo|model|poisson|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py,,XGB|dixon|dixon_coles|elo|model|poisson|registry|xgboost,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.1.py,,elo,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.2.py,,elo,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py,,elo,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py,,elo,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py,,XGB|dixon|dixon_coles|elo|model|poisson|xgboost,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py,,XGB|dixon|dixon_coles|elo|model|poisson|registry|xgboost,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py,,elo,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py,,elo|model|train,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py,,elo|registry,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py,,elo|model,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py,,elo|model,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py,,elo|registry,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py,,elo,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py,,model|predict,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py,,XGB|dixon|dixon_coles|elo|evaluate|fit|load_model|model|poisson|predict|registry|train|xgboost,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_V1.1.py,,registry,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_test_V1.0.py,,XGB|dixon|elo|model|poisson|predict|xgboost,add|load
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_batch_V1.0.py,,XGB|dixon|dixon_coles|elo|model|poisson|predict|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py,,model|poisson|predict|registry,create_dir|write_file|write_json|deploy
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_engine_V1.0.py,,XGB|dixon|elo|evaluate|model|poisson|predict|registry|xgboost,
E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_intelligence_test_V1.0.py,,XGB|dixon|elo|evaluate|model|poisson|predict|xgboost,add_test|load_module
E:\football_v\01_Data_Source\acceptance\acceptance_check.py,,registry,check_files|generate_report
E:\football_v\01_Data_Source\monitor\source_monitor.py,SourceMonitor,registry,__init__|load_registry|check_download_folder|run|save
E:\football_v\01_Data_Source\registry\source_registry.py,,registry,load_registry|list_sources|get_source|source_summary
E:\football_v\02_Data_Platform\data_manager\dataset_manager.py,DatasetManager,registry,__init__|get_datasets
E:\football_v\02_Data_Platform\data_manager\dataset_registry.py,DatasetRegistry,registry,__init__|create|load
E:\football_v\02_Data_Platform\data_manager\__init__.py,,registry,
E:\football_v\02_Data_Platform\integration\platform_bootstrap.py,PlatformBootstrap,registry,__init__|check_file|health_check
E:\football_v\02_Data_Platform\metadata\metadata_manager.py,MetadataManager,registry,__init__|load|list_datasets|status
E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py,DataLineage,registry,__init__|create|load|register|status
E:\football_v\02_Data_Platform\raw\raw_manager.py,RawManager,registry,__init__|execute
E:\football_v\02_Data_Platform\raw\raw_registry.py,RawRegistry,registry,load|register
E:\football_v\02_Data_Platform\registry\data_platform_registry.py,DataRegistry,registry,load|save|activate
E:\football_v\02_Data_Platform\storage_engine\storage_manager.py,,registry,scan_folder|build_registry
E:\football_v\03_MODEL_LAYER\confidence_model\confidence_engine_V2.0.py,ConfidenceModel,model,score
E:\football_v\03_MODEL_LAYER\fusion_engine\fusion_engine_V2.3.py,FusionEngineV23,model|predict,predict
E:\football_v\03_MODEL_LAYER\market_model\market_value_model_V1.0.py,MarketValueModel,model,score
E:\football_v\03_MODEL_LAYER\risk_model\risk_engine_V2.0.py,RiskModel,model,score
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py,DataRouter,XGB|dixon|elo|model|poisson|xgboost,route
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py,FeatureSelector,XGB|model|xgboost,select
E:\football_v\04_Data_Processing_AI\data_intelligence_engine\model_interface.py,ModelInterface,XGB|dixon|elo|model|poisson|xgboost,available_models
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\model_weight_manager.py,ModelWeightManager,XGB|dixon|elo|model|poisson|xgboost,list_models
E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\weight_calculator.py,WeightCalculator,XGB|dixon|elo|model|poisson|xgboost,calculate_model_weight
E:\football_v\04_Data_Processing_AI\feature_store\dataset_split_manager.py,DatasetSplitManager,train,split
E:\football_v\04_Data_Processing_AI\feature_store\data_promotion_service.py,DataPromotionService,elo,can_promote
E:\football_v\04_Data_Processing_AI\feature_store\data_source_registry.py,DataSourceRegistry,registry,get_sources
E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py,EloHistoryFeatureEngine,elo,calculate
E:\football_v\04_Data_Processing_AI\feature_store\environment_manager.py,EnvironmentManager,elo,list_environments|check_environment
E:\football_v\04_Data_Processing_AI\feature_store\feature_loader.py,FeatureLoader,elo,load
E:\football_v\04_Data_Processing_AI\feature_store\feature_loader_service.py,FeatureLoaderService,elo,load
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_adapter.py,FeatureModelAdapter,XGB|elo|model|poisson,get_common_features|get_elo_features|get_poisson_features|get_xgb_features
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_interface.py,FeatureModelInterface,model,prepare
E:\football_v\04_Data_Processing_AI\feature_store\feature_model_registry.py,FeatureModelRegistry,XGB|dixon|dixon_coles|elo|model|poisson|registry|xgboost,list_models
E:\football_v\04_Data_Processing_AI\feature_store\feature_probability_schema.py,ProbabilitySchema,XGB|dixon|dixon_coles|elo|poisson|xgboost,create
E:\football_v\04_Data_Processing_AI\feature_store\feature_registry.py,,XGB|dixon|elo|model|poisson|registry|xgboost,
E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_registry.py,HistoricalFeatureRegistry,elo|registry,list_features
E:\football_v\04_Data_Processing_AI\feature_store\historical_feature_table_creator.py,HistoricalFeatureTableCreator,elo|model,list_tables
E:\football_v\04_Data_Processing_AI\feature_store\model_feedback_collector.py,ModelFeedbackCollector,model|predict,collect
E:\football_v\04_Data_Processing_AI\feature_store\model_training_exporter.py,ModelTrainingExporter,model|train,export
E:\football_v\04_Data_Processing_AI\feature_store\prediction_error_analyzer.py,PredictionErrorAnalyzer,predict,analyze
E:\football_v\04_Data_Processing_AI\feature_store\training_dataset_builder.py,TrainingDatasetBuilder,train,build
E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_adapter.py,DixonColesAdapter,dixon|model,transform
E:\football_v\04_Data_Processing_AI\feature_store\adapters\dixon_coles_feature_adapter.py,DixonColesFeatureAdapter,dixon|dixon_coles,get_dixon_coles_features
E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_adapter.py,EloAdapter,elo|model,transform
E:\football_v\04_Data_Processing_AI\feature_store\adapters\elo_feature_adapter.py,EloFeatureAdapter,elo,get_elo_features
E:\football_v\04_Data_Processing_AI\feature_store\adapters\fusion_adapter.py,FusionAdapter,XGB|dixon|elo|model|poisson|xgboost,transform
E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_adapter.py,PoissonAdapter,model|poisson,transform
E:\football_v\04_Data_Processing_AI\feature_store\adapters\poisson_feature_adapter.py,PoissonFeatureAdapter,poisson,get_poisson_features
E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_adapter.py,XGBoostAdapter,XGB|model|xgboost,transform
E:\football_v\04_Data_Processing_AI\feature_store\adapters\xgboost_feature_adapter.py,XGBoostFeatureAdapter,XGB|xgboost,get_xgb_features
E:\football_v\04_Data_Processing_AI\feature_store\tests\ai_feature_dataset_test.py,,model,test
E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py,,registry,test
E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py,,registry,test
E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v3.0_full_test.py,,model|predict,
E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py,,elo|registry,test
E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py,,XGB|dixon|dixon_coles|elo|model|poisson|registry|xgboost,test
E:\football_v\04_Data_Processing_AI\feature_store\tests\training_dataset_pipeline_test.py,,model|train,test
E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\fusion_engine.py,FusionEngine,model,combine
E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py,BaseAdapter,evaluate|predict|train,train|predict|evaluate
E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\evaluator.py,Evaluator,evaluate|predict,evaluate
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_catalog.py,ModelCatalog,XGB|dixon|elo|model|poisson|xgboost,catalog
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py,ModelRegistry,XGB|dixon|elo|model|poisson|registry|xgboost,__init__|register|list_models
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_status_manager.py,ModelStatusManager,model,status
E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_version_manager.py,ModelVersionManager,model,get_version
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py,BaseModelInterface,evaluate|model|predict|train,train|predict|evaluate|save|load
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_loader.py,ModelLoader,load_model|model,load_model
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py,ModelRegistry,model|registry,__init__|register|get|list_models
E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py,ModelRuntime,model,__init__|start|stop
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py,BacktestEngine,predict,run
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py,ModelAccuracyReport,model,generate
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py,PredictionTracker,predict,record
E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\roi_analyzer.py,ROIAnalyzer,fit,calculate
E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py,FusionEngine,XGB|dixon|elo|model|poisson|predict|xgboost,__init__|fuse
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py,DixonColesModel,dixon|model|predict|train,__init__|train|predict
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py,EloModel,elo|model|predict|train,__init__|train|predict
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py,PoissonModel,model|poisson|predict|train,__init__|train|predict
