called_function,file,error
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
_get_ttype_name,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
rgbcolor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
rgbcolor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
rgbcolor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
rgbcolor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
StringIO,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
reversed,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
range,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
dict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
enumerate,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
_get_ttype_name,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
escape_tex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
do_insertions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
pred,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,
get_choice_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
colorize,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
flush,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
TypeError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
write,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
write,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
write,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
colorize,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,
escape_special_chars,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py,
escape_special_chars,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
abs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
abs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_list_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
ord,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
surrogatepair,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
OrderedDict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_int_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
escape_html,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,
get_choice_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py,
ansiformat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
range,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
range,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
range,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
EscapeSequence,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
EscapeSequence,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,
__import__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
find_plugin_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
_load_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
find_plugin_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
_load_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
find_formatter_class,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
cls,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
formatter_class,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
exec,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
basename,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
find_plugin_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
_fn_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
_fn_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
cls,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
_load_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
AttributeError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
_load_formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
setattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,
shebang_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
shebang_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
get_bool_opt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
shebang_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,
__import__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
cls,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
lexer_class,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
exec,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
basename,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
guess_decode,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_fn_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_fn_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_lexer_class_for_filename,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
res,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
cls,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
basename,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_iter_lexerclasses,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_fn_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_fn_matches,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
lexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
get_filetype_from_buffer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_iter_lexerclasses,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
guess_decode,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
get_lexer_by_name,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
lexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
AttributeError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
_load_lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
setattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,
find_plugin_styles,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,
__import__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,
ClassNotFound,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,
find_plugin_styles,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
check_call,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
check_output,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
norm_and_check,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
write_json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
read_json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
pjoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
_in_proc_script_path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
pjoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
UnsupportedOperation,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
BackendUnavailable,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
HookMissing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
abspath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
import_module,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_BackendPathFinder,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
BackendUnavailable,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_get_wheel_metadata_from_wheel,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
HookMissing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
HookMissing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
build_hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_get_wheel_metadata_from_wheel,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
HookMissing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
Exception,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
ZipFile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_dist_info_files,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
glob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
print,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
print,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
pjoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_find_already_built_wheel,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_find_already_built_wheel,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
HookMissing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
_build_backend,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
GotUnsupportedOperation,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
read_json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
write_json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
globals,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
pjoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
pjoin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
BackendUnavailable,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
